"speciesFixed","category","kingdom","phylum","class","order","family","genus","total_obs","user_obs","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Occurrence","species.ID","species.inat.ID","species.common","species.science","phylum.inat.ID","phylum.common","phylum.science","class.inat.ID","class.common","class.science","order.inat.ID","order.common","order.science","family.inat.ID","family.common","family.science","genus.inat.ID","genus.common","genus.science","kingdom.inat.ID","kingdom.common","kingdom.science"
"Adela septentrionella","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Adela",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"318726","318726","Animals","Adela septentrionella","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47157","Butterflies and Moths","Lepidoptera","51270","Fairy Moths","Adelidae","56205","Fairy Moths","Adela",1,"Animals","Animalia"
"Adelpha californica","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Adelpha",2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,"952","952","California Sister","Adelpha californica","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47157","Butterflies and Moths","Lepidoptera","47922","Brush-footed Butterflies","Nymphalidae","48661","Sisters","Adelpha",1,"Animals","Animalia"
"Adenocaulon bicolor","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Adenocaulon",6,5,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,"Present","3471018","3471018","American trailplant","Adenocaulon bicolor","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47605","Sunflowers and allies","Asterales","47604","Sunflowers, daisies, asters and allies","Asteraceae","56855","Trailplants","Adenocaulon",47126,"Plants","Plantae"
"Adenostoma fasciculatum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Adenostoma",12,10,0,0,3,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,1,7,"Present","9476","9476","Chamise","Adenostoma fasciculatum","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47132","Roses and allies","Rosales","47148","Rose family","Rosaceae","47147","Rose family","Adenostoma",47126,"Plants","Plantae"
"Adiantum aleuticum","Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Pteridaceae","Adiantum",6,6,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,2,"Unconfirmed","4838","4838","Western maidenhair fern","Adiantum aleuticum","311266","Ferns","Pteridophyta","121943","Leptosporangiate ferns","Filicopsida","47754","Leptosporangiate ferns","Polypodiales","48437","Brake Family","Pteridaceae","48436","Maidenhair ferns","Adiantum",47126,"Plants","Plantae"
"Adiantum jordanii","Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Pteridaceae","Adiantum",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Present","10294","10294","California Maidenhair Fern","Adiantum jordanii","311266","Ferns","Pteridophyta","121943","Leptosporangiate ferns","Filicopsida","47754","Leptosporangiate ferns","Polypodiales","48437","Brake Family","Pteridaceae","48436","Maidenhair ferns","Adiantum",47126,"Plants","Plantae"
"Adula diegensis","Invertebrate","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Adula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","1495223","1495223","San Diego Datemussel","Adula diegensis","47115","Mollusks","Mollusca","47584","Bivalves","Bivalvia","50599","Mussels","Mytiloida","50600","Mussels","Mytilidae","337309","Datemussels","Adula",1,"Animals","Animalia"
"Aechmophorus clarkii","Bird","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Aechmophorus",3,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,"Present","1087","1087","Clark's Grebe","Aechmophorus clarkii","2","Chordates","Chordata","3","Birds","Aves","67563","Grebes","Podicipediformes","4203","Grebes","Podicipedidae","4233","Grebes","Aechmophorus",1,"Animals","Animalia"
"Aechmophorus occidentalis","Bird","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Aechmophorus",18,15,1,2,3,2,1,1,1,0,1,2,3,1,0,0,0,0,0,2,3,5,3,3,2,"Present","1657","1657","Western Grebe","Aechmophorus occidentalis","2","Chordates","Chordata","3","Birds","Aves","67563","Grebes","Podicipediformes","4203","Grebes","Podicipedidae","4233","Grebes","Aechmophorus",1,"Animals","Animalia"
"Aedes washinoi","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Aedes",2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,"748243","748243","Animals","Aedes washinoi","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47822","Flies","Diptera","52134","Mosquitoes","Culicidae","62989","Mosquitoes","Aedes",1,"Animals","Animalia"
"Aegires albopunctatus","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Notodorididae","Aegires",25,7,0,0,0,0,5,12,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,0,NA,"1167","1167","Salt-and-pepper Doris","Aegires albopunctatus","47115","Mollusks","Mollusca","47114","Gastropods","Gastropoda","47113","Nudibranchs","Nudibranchia","47813","Nudibranchs","Notodorididae","47812","Nudibranchs","Aegires",1,"Animals","Animalia"
"Aegolius acadicus","Bird","Animalia","Chordata","Aves","Strigiformes","Strigidae","Aegolius",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Present","1107","1107","Northern Saw-whet Owl","Aegolius acadicus","2","Chordates","Chordata","3","Birds","Aves","19350","Owls","Strigiformes","19728","Typical Owls","Strigidae","20351","Typical Owls","Aegolius",1,"Animals","Animalia"
"Aeolidia loui","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Aeolidiidae","Aeolidia",3,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,"2616190","2616190","Animals","Aeolidia loui","47115","Mollusks","Mollusca","47114","Gastropods","Gastropoda","47113","Nudibranchs","Nudibranchia","47465","Nudibranchs","Aeolidiidae","47464","Nudibranchs","Aeolidia",1,"Animals","Animalia"
"Aeolidia papillosa","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Aeolidiidae","Aeolidia",13,8,0,2,1,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,"Present","1170","1170","Papillate Sea Slug","Aeolidia papillosa","47115","Mollusks","Mollusca","47114","Gastropods","Gastropoda","47113","Nudibranchs","Nudibranchia","47465","Nudibranchs","Aeolidiidae","47464","Nudibranchs","Aeolidia",1,"Animals","Animalia"
"Aeonium arboreum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Aeonium",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Unconfirmed","67717","67717","Tree Aeonium","Aeonium arboreum","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","71289","Saxifrages and allies","Saxifragales","51890","Stonecrops and allies","Crassulaceae","67718","Stonecrops and allies","Aeonium",47126,"Plants","Plantae"
"Aeonium haworthii","Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Aeonium",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"311240","311240","Haworth's Aeonium","Aeonium haworthii","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","71289","Saxifrages and allies","Saxifragales","51890","Stonecrops and allies","Crassulaceae","67718","Stonecrops and allies","Aeonium",47126,"Plants","Plantae"
"Aequorea forskalea","Invertebrate","Animalia","Cnidaria","Hydrozoa","Leptothecata","Aequoreidae","Aequorea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","2614668","2614668","Crystal Jelly","Aequorea forskalea","47534","Cnidarians","Cnidaria","48921","Hydrozoans","Hydrozoa","48925","Hydrozoans","Leptothecata","171652","Hydrozoans","Aequoreidae","191502","Hydrozoans","Aequorea",1,"Animals","Animalia"
"Aeronautes saxatalis","Bird","Animalia","Chordata","Aves","Caprimulgiformes","Apodidae","Aeronautes",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Present","23478","23478","White-throated Swift","Aeronautes saxatalis","2","Chordates","Chordata","3","Birds","Aves","67573","Nightjars, Swifts, Hummingbirds, and Allies","Caprimulgiformes","6544","Swifts","Apodidae","6545","Swifts","Aeronautes",1,"Animals","Animalia"
"Aesculus californica","Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus",23,22,0,1,3,7,3,1,2,0,3,1,1,1,0,0,0,0,0,1,3,4,7,6,2,"Present","5365","5365","California Buckeye","Aesculus californica","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47729","Maples, mangos, mahogany, citrus, and allies","Sapindales","58321","Soapberry family","Sapindaceae","53350","Buckeyes & horse chestnuts","Aesculus",47126,"Plants","Plantae"
"Aeshna umbrosa","Invertebrate","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","22917","22917","Shadow Darner","Aeshna umbrosa","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47792","Dragonflies and Damselflies","Odonata","51469","Darners","Aeshnidae","52520","Shadow Darner","Aeshna",1,"Animals","Animalia"
"Aethia psittacula","Bird","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Aethia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","22747","22747","Parakeet Auklet","Aethia psittacula","2","Chordates","Chordata","3","Birds","Aves","67561","Shorebirds","Charadriiformes","71295","Auks, Murres, and Puffins","Alcidae","4541","Typical Auklets","Aethia",1,"Animals","Animalia"
"Agapanthus africanus","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Amaryllidaceae","Agapanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","74235","74235","Lily of the Nile","Agapanthus africanus","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47218","Agaves and allies","Asparagales","55849","Amaryllis and allies","Amaryllidaceae","56020","Agapanthus","Agapanthus",47126,"Plants","Plantae"
"Agapanthus praecox","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Amaryllidaceae","Agapanthus",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Present","1041265","1041265","Lily of the Nile","Agapanthus praecox","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47218","Agaves and allies","Asparagales","55849","Amaryllis and allies","Amaryllidaceae","56020","Agapanthus","Agapanthus",47126,"Plants","Plantae"
"Agapetus","Invertebrate","Animalia","Arthropoda","Insecta","Trichoptera","Glossosomatidae","Agapetus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","474734","474734","Caddisflies","Agapetus lindus","47120","Arthropods","Arthropoda","47158","Insects","Insecta","62164","Caddisflies","Trichoptera","172831","Caddisflies","Glossosomatidae","2565793","Animals","Agapetus",1,"Animals","Animalia"
"Agaricus augustus","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus",3,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,NA,"3494","3494","The Prince","Agaricus augustus","47169","The Prince","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47167","Gilled mushrooms","Agaricales","47394","Agaricaceae","Agaricaceae","49548","Field and button mushrooms","Agaricus",47170,"Fungi including lichens","Fungi"
"Agaricus californicus","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"713718","713718","Fungi including lichens","Agaricus californicus","47169","Fungi including lichens","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47167","Gilled mushrooms","Agaricales","47394","Agaricaceae","Agaricaceae","49548","Field and button mushrooms","Agaricus",47170,"Fungi including lichens","Fungi"
"Agaricus campestris","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,"5147417","5147417","Meadow Mushroom","Agaricus campestris","47169","Meadow Mushroom","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47167","Gilled mushrooms","Agaricales","47394","Agaricaceae","Agaricaceae","49548","Field and button mushrooms","Agaricus",47170,"Fungi including lichens","Fungi"
"Agaricus subrutilescens","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,"1157560","1157560","Fungi including lichens","Agaricus subrutilescens","47169","Fungi including lichens","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47167","Gilled mushrooms","Agaricales","47394","Agaricaceae","Agaricaceae","49548","Field and button mushrooms","Agaricus",47170,"Fungi including lichens","Fungi"
"Agaricus xanthodermus","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"680860","680860","Yellow Stainer","Agaricus xanthodermus","47169","Yellow Stainer","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47167","Gilled mushrooms","Agaricales","47394","Agaricaceae","Agaricaceae","49548","Field and button mushrooms","Agaricus",47170,"Fungi including lichens","Fungi"
"Agave americana","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Agave",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","4578962","4578962","Century plant","Agave americana","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47218","Agaves and allies","Asparagales","47599","Asparagus family","Asparagaceae","50822","Century Plants","Agave",47126,"Plants","Plantae"
"Agelaius phoeniceus","Bird","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius",22,20,1,0,6,12,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,5,2,7,5,"Present","28025","28025","Red-winged Blackbird","Agelaius phoeniceus","2","Chordates","Chordata","3","Birds","Aves","7251","Perching Birds","Passeriformes","11989","New World Blackbirds and Orioles","Icteridae","9740","New World Blackbirds and Orioles","Agelaius",1,"Animals","Animalia"
"Agelaius tricolor","Bird","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Present","5581","5581","Tricolored Blackbird","Agelaius tricolor","2","Chordates","Chordata","3","Birds","Aves","7251","Perching Birds","Passeriformes","11989","New World Blackbirds and Orioles","Icteridae","9740","New World Blackbirds and Orioles","Agelaius",1,"Animals","Animalia"
"Ageratina adenophora","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Ageratina",16,14,0,0,4,5,0,2,3,0,1,0,0,1,0,0,0,0,0,0,1,5,3,6,1,"Present","491703","491703","Mexican devil","Ageratina adenophora","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47605","Sunflowers and allies","Asterales","47604","Sunflowers, daisies, asters and allies","Asteraceae","64116","Snakeroots","Ageratina",47126,"Plants","Plantae"
"Aglaophenia inconspicua","Invertebrate","Animalia","Cnidaria","Hydrozoa","Leptothecata","Aglaopheniidae","Aglaophenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","339185","339185","Animals","Aglaophenia inconspicua","47534","Cnidarians","Cnidaria","48921","Hydrozoans","Hydrozoa","48925","Hydrozoans","Leptothecata","51219","Hydrozoans","Aglaopheniidae","51218","Ostrich-Plume Hydroids","Aglaophenia",1,"Animals","Animalia"
"Aglaophenia latirostris","Invertebrate","Animalia","Cnidaria","Hydrozoa","Leptothecata","Aglaopheniidae","Aglaophenia",2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,"389398","389398","Animals","Aglaophenia latirostris","47534","Cnidarians","Cnidaria","48921","Hydrozoans","Hydrozoa","48925","Hydrozoans","Leptothecata","51219","Hydrozoans","Aglaopheniidae","51218","Ostrich-Plume Hydroids","Aglaophenia",1,"Animals","Animalia"
"Aglauropsis aeora","Invertebrate","Animalia","Cnidaria","Hydrozoa","Limnomedusae","Olindiidae","Aglauropsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","345078","345078","Animals","Aglauropsis aeora","47534","Cnidarians","Cnidaria","48921","Hydrozoans","Hydrozoa","152821","Hydrozoans","Limnomedusae","171294","Hydrozoans","Olindiasidae","345302","Hydrozoans","Aglauropsis",1,"Animals","Animalia"
"Agoseris apargioides","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Agoseris",7,7,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,5,0,1,0,1,"Unconfirmed","23309","23309","Seaside agoseris","Agoseris apargioides","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47605","Sunflowers and allies","Asterales","47604","Sunflowers, daisies, asters and allies","Asteraceae","52829","Mountain dandelion","Agoseris",47126,"Plants","Plantae"
"Agoseris grandiflora","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Agoseris",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Present","41350","41350","Bigflower agoseris","Agoseris grandiflora","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47605","Sunflowers and allies","Asterales","47604","Sunflowers, daisies, asters and allies","Asteraceae","52829","Mountain dandelion","Agoseris",47126,"Plants","Plantae"
"Agoseris heterophylla","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Agoseris",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Present","56856","56856","Mountain dandelion","Agoseris heterophylla","47125","Flowering plants","Magnoliophyta","47124","Dicots","Magnoliopsida","47605","Sunflowers and allies","Asterales","47604","Sunflowers, daisies, asters and allies","Asteraceae","52829","Mountain dandelion","Agoseris",47126,"Plants","Plantae"
"Agraulis vanillae","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Agraulis",4,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,NA,"2937112","2937112","Gulf Fritillary","Agraulis vanillae","47120","Arthropods","Arthropoda","47158","Insects","Insecta","47157","Butterflies and Moths","Lepidoptera","47922","Brush-footed Butterflies","Nymphalidae","49151","Brush-footed Butterflies","Agraulis",1,"Animals","Animalia"
"Agrocybe pediades","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Agrocybe",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"283383","283383","Common Fieldcap","Agrocybe pediades","47169","Common Fieldcap","Basidiomycota","50814","Agaricomycetes","Agaricomycetes","47167","Gilled mushrooms","Agaricales","48768","Strophariaceae","Strophariaceae","118395","Strophariaceae","Agrocybe",47170,"Fungi including lichens","Fungi"
"Agrostis avenacea","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Agrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","596040","596040","Pacific bent grass","Agrostis avenacea","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47162","Grasses and allies","Poales","47434","Grasses","Poaceae","52693","Bent grass","Agrostis",47126,"Plants","Plantae"
"Agrostis blasdalei","Plant","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unconfirmed","1165538","1165538","Blasdale's bent grass","Agrostis blasdalei","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47162","Grasses and allies","Poales","47434","Grasses","Poaceae","52693","Bent grass","Agrostis",47126,"Plants","Plantae"
"Agrostis capillaris","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Agrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","324355","324355","Colonial bent","Agrostis capillaris","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47162","Grasses and allies","Poales","47434","Grasses","Poaceae","52693","Bent grass","Agrostis",47126,"Plants","Plantae"
"Agrostis densiflora","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Agrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably Present","917984","917984","Plants","Agrostis densiflora","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47162","Grasses and allies","Poales","47434","Grasses","Poaceae","52693","Bent grass","Agrostis",47126,"Plants","Plantae"
"Agrostis exarata","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Agrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","421386","421386","Pacific bentgrass","Agrostis exarata","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47162","Grasses and allies","Poales","47434","Grasses","Poaceae","52693","Bent grass","Agrostis",47126,"Plants","Plantae"
"Agrostis gigantea","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Agrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","204978","204978","Redtop","Agrostis gigantea","47125","Flowering plants","Magnoliophyta","47163","Monocots","Liliopsida","47162","Grasses and allies","Poales","47434","Grasses","Poaceae","52693","Bent grass","Agrostis",47126,"Plants","Plantae"
