"speciesFixed","category","kingdom","phylum","class","order","family","genus","total_obs","user_obs","original.inat.taxonID","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Common.Names","Occurrence","speciesTidy","matched.inat.ID","taxizeName","scrapediNatName"
"Aglauropsis aeora","Invertebrate","Animalia","Cnidaria","Hydrozoa","Limnomedusae","Olindiidae","Aglauropsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Aglauropsis aeora","345078","Aglauropsis aeora","Aglauropsis aeora"
"Agoseris apargioides","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Agoseris",7,7,58801,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,5,0,1,0,1,"woolly goat chicory","Unconfirmed","Agoseris apargioides","58801",NA,NA
"Agoseris grandiflora","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Agoseris",1,1,52828,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"mountain dandylion","Present","Agoseris grandiflora","52828",NA,NA
"Agoseris heterophylla","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Agoseris",1,1,56859,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"dandelion","Present","Agoseris heterophylla","56856",NA,NA
"Agraulis vanillae","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Agraulis",4,3,49150,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,NA,NA,NA,NA,NA,NA
"Agrocybe pediades","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Agrocybe",1,1,118393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"Agrostis avenacea","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Agrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific bentgrass","Present","Agrostis avenacea","60273",NA,NA
"Agrostis blasdalei","Plant","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blasdale bentgrass","Unconfirmed","Agrostis blasdalei","75311","Agrostis blasdalei","Agrostis blasdalei"
"Agrostis capillaris","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Agrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"colonial bent, colonial bentgrass","Present","Agrostis capillaris","75312",NA,NA
"Agrostis densiflora","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Agrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California bentgrass","Probably Present","Agrostis densiflora","61059",NA,NA
"Agrostis exarata","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Agrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"spike bentgrass","Present","Agrostis exarata","59088",NA,NA
"Agrostis gigantea","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Agrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"black bent, redtop, water bentgrass","Present","Agrostis gigantea","75314",NA,NA
"Agrostis hallii","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Agrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hall's bentgrass","Present","Agrostis hallii","57155",NA,NA
"Agrostis microphylla","Plant","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"small-leaf bentgrass","Present","Agrostis microphylla","60277","Agrostis microphylla","Agrostis microphylla"
"Agrostis pallens","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Agrostis",1,1,52692,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"leafy bent grass","Present","Agrostis pallens","52692",NA,NA
"Agrostis stolonifera","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Agrostis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"carpet bentgrass, creeping bent, creeping bentgrass, redtop, redtop bent, seaside bentgrass, spreading bent","Present","Agrostis stolonifera","69931",NA,NA
"Ahnfeltiopsis linearis","Plant","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Ahnfeltiopsis",4,3,339044,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,"","Present","Gymnogongrus linearis","339044","Ahnfeltiopsis linearis",NA
"Ahnfeltiopsis linearis","Plant","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Ahnfeltiopsis",4,3,339044,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,"","Present","Ahnfeltiopsis linearis","339044",NA,NA
"Ailanthus altissima","Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Simaroubaceae","Ailanthus",1,1,57278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"copal tree, tree of heaven, tree-of-heaven","Unconfirmed","Ailanthus altissima","57278",NA,NA
"Aimophila ruficeps","Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Aimophila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rufous-crowned Sparrow","Present","Aimophila ruficeps","9958",NA,NA
"Aira caryophyllea","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Aira",4,4,52694,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,"silver hairgrass","Present","Aira caryophyllea","52694",NA,NA
"Aira elegantissima","Plant","Viridiplantae","Streptophyta","Liliopsida","Poales","Poaceae","Aira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Unconfirmed","Aira elegantissima",NA,"Aira elegantissima",NA
"Aira praecox","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Aira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yellow hairgrass","Probably Present","Aira praecox","61058",NA,NA
"Aix sponsa","Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix",2,2,7107,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Wood Duck","Present","Aix sponsa","7107",NA,NA
"Alaria marginata","Microbe","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Alaria",2,2,124814,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"","Present","Alaria marginata","124814",NA,NA
"Alcyonidium polyoum","Invertebrate","Animalia","Bryozoa","Gymnolaemata","Ctenostomatida","Alcyonidiidae","Alcyonidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Alcyonidium polyoum","203438","Alcyonidium polyoum","Alcyonidium polyoum"
"Alderia","Invertebrate","Animalia","Mollusca","Gastropoda","Sacoglossa","Limapontiidae","Alderia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Alderia","50023","Alderia","Alderia"
"Alectoris chukar","Bird","Animalia","Chordata","Aves","Galliformes","Phasianidae","Alectoris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chukar, Chukar Partridge","Present","Alectoris chukar","846",NA,NA
"Alepisaurus ferox","Fish","Animalia","Chordata","Actinopterygii","Aulopiformes","Alepisauridae","Alepisaurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"longnose lancetfish","Present","Alepisaurus ferox","93644",NA,NA
"Aleuria aurantia","Fungi","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Aleuria",1,1,48716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Alia carinata","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Alia",1,1,129933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"dove shell snail","Present","Mitrella carinata","129933","Alia carinata",NA
"Alia gausapata","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Alia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Columbella gausapata","339169","Alia gausapata","Alia gausapata"
"Alienacanthomysis macropsis","Invertebrate","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Alienacanthomysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Alienacanthomysis macropsis","345212","Alienacanthomysis macropsis","Alienacanthomysis macropsis"
"Alisma lanceolatum","Plant","Plantae","Magnoliophyta","Liliopsida","Alismatales","Alismataceae","Alisma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lanceleaf water plantain","Present","Alisma lanceolatum","71065",NA,NA
"Alisma plantago-aquatica","Plant","Plantae","Magnoliophyta","Liliopsida","Alismatales","Alismataceae","Alisma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American waterplantain, European water plantain","Present","Alisma plantago-aquatica","60253",NA,NA
"Alitta succinea","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Neanthes succinea","199325","Alitta succinea",NA
"Allia carinata","Invertebrate","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Allia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Allia carinata","339294","Allia carinata","Allia carinata"
"Allium acuminatum","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Alliaceae","Allium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tapertip onion, taper-tip onion","Unconfirmed","Allium acuminatum","59782",NA,NA
"Allium amplectens","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Alliaceae","Allium",1,1,60267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"narrowleaf onion","Unconfirmed","Allium amplectens","60267",NA,NA
"Allium dichlamydeum","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Alliaceae","Allium",3,3,57124,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"coastal onion","Present","Allium dichlamydeum","57124",NA,NA
"Allium falcifolium","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Alliaceae","Allium",1,1,47356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"scytheleaf onion","Unconfirmed","Allium falcifolium","47356",NA,NA
"Allium neapolitanum","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Alliaceae","Allium",1,1,61475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"Allium serra","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Alliaceae","Allium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jeweled onion","Unconfirmed","Allium serra","59784",NA,NA
"Allium triquetrum","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Alliaceae","Allium",21,18,55505,3,0,5,11,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,4,8,"threecorner leek","Present","Allium triquetrum","55505",NA,NA
"Allium unifolium","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Alliaceae","Allium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oneleaf onion","Present","Allium unifolium","59781",NA,NA
"Allium vineale","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Alliaceae","Allium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wild garlic","Present","Allium vineale","75371",NA,NA
"Allocosmoecus","Invertebrate","Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae","Allocosmoecus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Allocosmoecus","172897","Allocosmoecus","Allocosmoecus"
"Alloniscus mirabilis","Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Alloniscidae","Alloniscus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Alloniscus mirabilis","296171","Alloniscus mirabilis","Alloniscus mirabilis"
"Alloniscus perconvexus","Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Alloniscidae","Alloniscus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Alloniscus perconvexus","261215",NA,NA
"Alloperla","Invertebrate","Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Alloperla","86347","Alloperla","Alloperla"
"Allorchestes angusta","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyalellidae","Allorchestes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Allorchestes angusta","345211","Allorchestes angusta","Allorchestes angusta"
"Allosmerus elongatus","Fish","Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Allosmerus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"whitebait smelt","Present","Allosmerus elongatus","213065","Allosmerus elongatus","Allosmerus elongatus"
"Alnus rhombifolia","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Betulaceae","Alnus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rhombie leaf alder, white alder","Present","Alnus rhombifolia","53351",NA,NA
"Alnus rubra","Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Betulaceae","Alnus",6,5,56034,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,4,0,"red alder","Present","Alnus rubra","56034",NA,NA
"Aloe arborescens","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asphodelaceae","Aloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"candelabra aloe, candelabra plant, Kidachi aloe, krans aloe, krantz aloe, mountain bush aloe, octopus plant, Oldenland's bush aloe, sword aloe, torch plant, woody aloe","Unconfirmed","Aloe arborescens","81518",NA,NA
"Aloe maculata","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asphodelaceae","Aloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"african aloe, soap aloe","Unconfirmed","Aloe saponaria","75379","Aloe maculata",NA
"Alopecurus geniculatus","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Alopecurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"marsh meadow-foxtail, water foxtail","Present","Alopecurus geniculatus","71140",NA,NA
"Alopecurus pratensis","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Alopecurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"field meadow-foxtail, meadow foxtail","Present","Alopecurus pratensis","71141",NA,NA
"Alopias vulpinus","Fish","Animalia","Chordata","Chondrichthyes","Lamniformes","Alopiidae","Alopias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thresher shark","Present","Alopias vulpinus","93696",NA,NA
"Alosa sapidissima","Fish","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American shad, Atlantic shad, common shad, white shad","Present","Alosa sapidissima","49243",NA,NA
"Alsia californica","Plant","Plantae","Bryophyta","Bryopsida","Leucodontales","Leucodontaceae","Alsia",3,3,55323,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA
"Alvania compacta","Invertebrate","Animalia","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Alvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Alvania compacta","339157","Alvania compacta","Alvania compacta"
"Alyssum alyssoides","Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Alyssum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pale alyssum, pale madwort, yellow alyssum","Unconfirmed","Alyssum alyssoides","75388",NA,NA
"Amaeana occidentalis","Invertebrate","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Amaeana",1,1,339227,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"","Present","Amaeana occidentalis","339227",NA,NA
"Amanita augusta","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita",4,2,348830,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA
"Amanita calyptratoides","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita",1,1,118389,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"Amanita calyptroderma","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita",3,3,53884,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,NA,NA,NA,NA,NA,NA
"Amanita flavoconia","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita",1,1,125389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Amanita gemmata","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita",2,2,58691,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA
"Amanita muscaria","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita",8,7,48715,3,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,3,0,0,2,3,0,NA,NA,NA,NA,NA,NA
"Amanita novinupta","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita",1,1,57691,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Amanita pantherina","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita",4,4,48418,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,NA,NA,NA,NA,NA,NA
"Amanita phalloides","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita",12,8,52135,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,1,0,11,0,NA,NA,NA,NA,NA,NA
"Amanita protecta","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita",1,1,67385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Amanita velosa","Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita",10,8,51314,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,5,NA,NA,NA,NA,NA,NA
"Amaranthus deflexus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"largefruit amaranth","Unconfirmed","Amaranthus deflexus","75393",NA,NA
"Amaranthus powellii","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Powell's amaranth, Powell's pigweed","Unconfirmed","Amaranthus powellii","75398",NA,NA
"Amaryllis belladonna","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Amaryllidaceae","Amaryllis",7,6,61827,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,1,0,0,1,4,1,0,"belladonna lily","Present","Amaryllis belladonna","61827",NA,NA
"Amathia gracilis","Invertebrate","Animalia","Bryozoa","Gymnolaemata","Ctenostomatida","Vesiculariidae","Amathia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Bowerbankia gracilis","345273","Amathia gracilis","Bowerbankia gracilis"
"Ambrosia chamissonis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Ambrosia",16,14,71135,0,0,0,6,3,1,0,6,0,0,0,0,0,0,0,0,0,0,6,1,2,3,4,"beach-bur","Present","Ambrosia chamissonis","71135",NA,NA
"Ambrosia psilostachya","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Ambrosia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuman ragweed, perennial ragweed, western ragweed","Unconfirmed","Ambrosia psilostachya","60129",NA,NA
"Amelanchier pallida","Plant","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Amelanchier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pale serviceberry","Unconfirmed","Amelanchier pallida","158277","Amelanchier pallida","Amelanchier pallida"
"Amelanchier utahensis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Amelanchier",1,1,61099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA
"Ameletus","Invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Ameletidae","Ameletus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Ameletus","173218","Ameletus","Ameletus"
"Americorophium spinicorne","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Americorophium",1,1,213388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"","Present","Americorophium spinicorne","213388",NA,NA
"Amiocentrus","Invertebrate","Animalia","Arthropoda","Insecta","Trichoptera","Brachycentridae","Amiocentrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Amiocentrus","173209","Amiocentrus","Amiocentrus"
"Ammodramus caudacutus","Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Ammodramus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saltmarsh Sharp-tailed Sparrow, Saltmarsh Sparrow","Unconfirmed","Ammodramus caudacutus","10145",NA,NA
"Ammodramus nelsoni","Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Ammodramus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nelson's Sharp-tailed Sparrow, Nelson's Sparrow","Present","Ammodramus nelsoni","10138",NA,NA
