"decimalLongitude","decimalLatitude","coordinateUncertaintyInMeters","kingdom","phylum","class","order","family","genus","year","month","speciesFixed","category"
-122.9582456459,38.1239436853,100,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta",2012,5,"Melanitta perspicillata","Bird"
-122.9514299118,38.1196774595,58,"Plantae","Magnoliophyta","Magnoliopsida","Solanales","Convolvulaceae","Calystegia",2012,5,"Calystegia soldanella","Plant"
-122.9408727371,38.1221083184,103,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Conium",2012,5,"Conium maculatum","Plant"
-122.951086589,38.1191034949,58,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Nasturtium",2012,5,"Nasturtium officinale","Plant"
-122.9538331711,38.119407359,65,"Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Camissoniopsis",2012,5,"Camissoniopsis cheiranthifolia","Plant"
-122.9504857742,38.1176516819,58,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Triphysaria",2012,5,"Triphysaria eriantha","Plant"
-122.9420743668,38.1215681345,103,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago",2012,5,"Plantago lanceolata","Plant"
-122.9478250229,38.1194748842,88,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2012,5,"Rubus ursinus","Plant"
-122.943104335,38.1204877548,88,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene",2012,5,"Silene gallica","Plant"
-122.9538760864,38.1198462717,107,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia",2012,5,"Artemisia pycnocephala","Plant"
-122.9489408218,38.1177192087,73,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium",2012,5,"Sisyrinchium bellum","Plant"
-122.9436193191,38.1200826082,73,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza",2012,5,"Melospiza melodia","Bird"
-122.9509149277,38.1193060711,54,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus",2012,5,"Mimulus guttatus","Plant"
-122.9551206314,38.1185295257,58,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Distichlis",2012,5,"Distichlis spicata","Plant"
-122.9495416367,38.1195424094,65,"Animalia","Arthropoda","Insecta","Hemiptera","Largidae","Largus",2012,5,"Largus californicus","Invertebrate"
-122.9455075943,38.1187996294,73,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa",2012,5,"Vanessa annabella","Invertebrate"
-122.9466663086,38.1188333923,50,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex",2012,5,"Rumex acetosella","Plant"
-122.9552922928,38.1180568419,28,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Heliotropium",2012,5,"Heliotropium curassavicum","Plant"
-122.9548631393,38.1239314094,65,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Phacelia",2012,5,"Phacelia ramosissima","Plant"
-122.9472027504,38.1187152221,48,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Linaceae","Linum",2012,5,"Linum bienne","Plant"
-122.94732936,38.1187971124,26,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Achillea",2012,5,"Achillea millefolium","Plant"
-122.953575679,38.122580976,80,"Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Coccinella",2012,5,"Coccinella californica","Invertebrate"
-122.9431901657,38.1204202305,110,"Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes",2012,5,"Cathartes aura","Bird"
-122.949713298,38.119407359,50,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium",2012,5,"Sisyrinchium californicum","Plant"
-122.9511724197,38.1190022065,95,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Oenanthe",2012,5,"Oenanthe sarmentosa","Plant"
-122.9541764938,38.123176396,88,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Agoseris",2012,5,"Agoseris apargioides","Plant"
-122.949455806,38.119407359,65,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus",2012,5,"Ranunculus flammula","Plant"
-122.9427610123,38.1206228031,80,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Holcus",2012,5,"Holcus lanatus","Plant"
-122.9510007584,38.1192723085,88,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Tetragonia",2012,5,"Tetragonia tetragonoides","Plant"
-122.949713298,38.119407359,73,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius",2012,5,"Agelaius phoeniceus","Bird"
-122.9441343033,38.1193398338,95,"Plantae","Magnoliophyta","Liliopsida","Poales","Cyperaceae","Scirpus",2012,5,"Scirpus microcarpus","Plant"
-122.9500995361,38.119407359,30,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Phacelia",2012,5,"Phacelia malvifolia","Plant"
-122.9510007584,38.1192047831,88,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anaphalis",2012,5,"Anaphalis margaritacea","Plant"
-122.9809432015,37.9952901763,64,"Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco",2010,12,"Falco sparverius","Bird"
-122.9262905106,38.091562949,32,"Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes",2010,12,"Cathartes aura","Bird"
-122.9656409719,38.0350839399,10000,"Animalia","Chordata","Aves","Accipitriformes","Pandionidae","Pandion",2012,5,"Pandion haliaetus","Bird"
-122.9492721445,38.1591543262,208,"Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco",2012,5,"Falco peregrinus","Bird"
-122.889051,38.1004931,462,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria",2011,9,"Gaultheria shallon","Plant"
-122.889051,38.1004931,462,"Plantae","Magnoliophyta","Magnoliopsida","Fagales","Betulaceae","Corylus",2011,9,"Corylus cornuta","Plant"
-122.8965072617,38.0733725937,18070,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus",2007,6,"Cervus elaphus","Mammal"
-122.8965072617,38.0733725937,18070,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Dama",2007,6,"Dama dama","Mammal"
-122.8965072617,38.0733725937,18070,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera",2007,6,"Lonicera involucrata","Plant"
-122.8965072617,38.0733725937,18070,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus",2007,6,"Circus cyaneus","Bird"
-122.8965072617,38.0733725937,18070,"Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes",2007,6,"Cathartes aura","Bird"
-122.7978265433,37.9946736475,10000,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix",2012,6,"Strix occidentalis","Bird"
-122.8122133,37.9882584,13686,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Pituophis",2012,7,"Pituophis catenifer","Herp"
-122.9502639294,38.1112036898,NA,"Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lontra",2007,8,"Lontra canadensis","Mammal"
-122.9502639294,38.1112036898,NA,"Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla",2007,8,"Callipepla californica","Bird"
-122.9212265,38.0906679,25496,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea",2012,2,"Ardea herodias","Bird"
-122.811503,38.063287,10,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis",2012,9,"Baccharis pilularis","Plant"
-122.8105137964,38.0582305882,5,"Plantae","Pteridophyta","Filicopsida","Polypodiales","Dennstaedtiaceae","Pteridium",2012,9,"Pteridium aquilinum","Plant"
-122.809132,38.054388,5,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina",2012,9,"Ramalina menziesii","Fungi"
-122.802857,38.048358,5,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis",2012,9,"Limenitis lorquini","Invertebrate"
-122.8106767406,38.0561000761,5,"Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus",2012,9,"Quercus agrifolia","Plant"
-122.809495,38.058503,5,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Symphyotrichum",2012,9,"Symphyotrichum chilense","Plant"
-122.8110173811,38.0568230152,5,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum",2012,9,"Sympetrum illotum","Invertebrate"
-122.809464,38.058565,5,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia",2012,9,"Junonia coenia","Invertebrate"
-122.811323,38.062666,5,"Plantae","Magnoliophyta","Liliopsida","Poales","Typhaceae","Typha",2012,9,"Typha latifolia","Plant"
-122.8002419614,38.0414761946,NA,"Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla",2012,4,"Callipepla californica","Bird"
-122.9618859785,38.1924581701,NA,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus",2012,4,"Lupinus arboreus","Plant"
-122.9626423615,38.1938368222,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia",2012,4,"Pyrrharctia isabella","Invertebrate"
-122.9629642266,38.1954557566,NA,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris",2012,4,"Iris douglasiana","Plant"
-122.9594880837,38.1986429284,NA,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus",2012,4,"Cervus elaphus","Mammal"
-122.956065585,38.190316359,NA,"Plantae","Pinophyta","Pinopsida","Pinales","Cupressaceae","Cupressus",2012,4,"Cupressus macrocarpa","Plant"
-122.945175,38.118909,9,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis",2012,9,"Thamnophis elegans","Herp"
-122.9765018862,38.2218008255,833,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus",2012,9,"Cervus elaphus","Mammal"
-122.9765018862,38.2218008255,833,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Amaryllidaceae","Amaryllis",2012,9,"Amaryllis belladonna","Plant"
-122.954,38.1835,NA,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus",2012,9,"Cervus elaphus","Mammal"
-122.9985,37.997167,NA,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2012,9,"Odocoileus hemionus","Mammal"
-122.8895,38.111333,NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Neotoma",2012,9,"Neotoma fuscipes","Mammal"
-123.017667,37.997333,NA,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Asphodelaceae","Kniphofia",2012,9,"Kniphofia uvaria","Plant"
-122.964167,38.188,NA,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Cakile",2012,9,"Cakile edentula","Plant"
-122.963667,38.187667,NA,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus",2012,9,"Lupinus arboreus","Plant"
-123.015667,37.997167,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron",2012,9,"Erigeron glaucus","Plant"
-123.018833,37.9965,NA,"Plantae","Pteridophyta","Filicopsida","Polypodiales","Polypodiaceae","Polypodium",2012,9,"Polypodium scouleri","Plant"
-122.9747848496,38.2183641296,859,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Raphanus",2012,9,"Raphanus sativus","Plant"
-122.9718666062,38.0464587758,NA,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus",2012,9,"Cervus elaphus","Mammal"
-122.9731038129,37.9945874551,NA,"Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",2011,9,"Mirounga angustirostris","Mammal"
-122.9616636,38.027427,3418,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa",2012,9,"Lophocampa maculata","Invertebrate"
-122.9691499086,37.992092676,NA,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2012,11,"Odocoileus hemionus","Mammal"
-122.9808014246,37.9968951574,NA,"Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia",2012,11,"Gavia immer","Bird"
-122.9822605463,37.9974362624,NA,"Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",2012,11,"Mirounga angustirostris","Mammal"
-122.9663389536,37.9908750955,24983,"Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco",2012,11,"Falco peregrinus","Bird"
-122.96526607,37.9900971863,NA,"Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax",2012,11,"Phalacrocorax penicillatus","Bird"
-122.974492869,37.9934624299,24983,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa",2012,11,"Vanessa atalanta","Invertebrate"
-122.9742890211,37.9934286091,NA,"Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta",2012,11,"Sitta canadensis","Bird"
-122.974364123,37.9934455195,24983,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",2012,11,"Setophaga townsendi","Bird"
-122.8896063181,38.0273937175,NA,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",2012,11,"Sceloporus occidentalis","Herp"
-122.9019210467,38.02980243,NA,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",2012,11,"Anas acuta","Bird"
-122.8939407679,38.0290839538,24983,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2012,11,"Odocoileus hemionus","Mammal"
-122.9090040537,38.0302332922,NA,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus",2012,11,"Corvus corax","Bird"
-122.9140680643,38.0296924293,24983,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus",2012,11,"Cervus elaphus","Mammal"
-122.9141816,38.0302217,3715,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerculus",2012,11,"Passerculus sandwichensis","Bird"
-122.9141816,38.0302217,3715,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris",2012,11,"Calidris alpina","Bird"
-122.9141816,38.0302217,3715,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo",2012,11,"Buteo jamaicensis","Bird"
-122.9141816,38.0302217,10000,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus",2012,11,"Circus cyaneus","Bird"
-122.9141816,38.0302217,3715,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius",2012,11,"Numenius americanus","Bird"
-122.9141816,38.0302217,3715,"Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyon",2012,11,"Procyon lotor","Mammal"
-122.9141816,38.0302217,3715,"Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes",2012,11,"Cathartes aura","Bird"
-122.9141816,38.0302217,3715,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta",2012,11,"Branta bernicla","Bird"
-122.9141816,38.0302217,3715,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus",2012,11,"Pelecanus erythrorhynchos","Bird"
-122.9141816,38.0302217,3715,"Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae","Hemigrapsus",2012,11,"Hemigrapsus oregonensis","Invertebrate"
-122.9141816,38.0302217,3715,"Animalia","Echinodermata","Echinoidea","Clypeasteroida","Dendrasteridae","Dendraster",2012,11,"Dendraster excentricus","Invertebrate"
-122.9141816,38.0302217,3715,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus",2012,11,"Pelecanus occidentalis","Bird"
-122.9141816,38.0302217,3715,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris",2012,11,"Calidris alba","Bird"
-122.9141816,38.0302217,3715,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta",2012,11,"Melanitta perspicillata","Bird"
-122.9141816,38.0302217,3715,"Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca",2012,11,"Phoca vitulina","Mammal"
-122.9141816,38.0302217,3715,"Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia",2012,11,"Gavia immer","Bird"
-122.9141816,38.0302217,3715,"Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia",2012,11,"Gavia stellata","Bird"
-122.9141816,38.0302217,3715,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia",2012,11,"Zonotrichia leucophrys","Bird"
-122.8815873961,38.030762559,NA,"Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla",2012,11,"Callipepla californica","Bird"
-122.8501671167,38.0590960541,NA,"Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo",2012,11,"Vireo huttoni","Bird"
-122.8496092173,38.0590284731,NA,"Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus",2012,11,"Regulus calendula","Bird"
-122.9850406671,38.034488838,24983,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius",2012,11,"Agelaius tricolor","Bird"
-123.01678,37.997084,NA,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2012,11,"Odocoileus hemionus","Mammal"
-123.018722,37.997033,NA,"Plantae","Pteridophyta","Filicopsida","Polypodiales","Polypodiaceae","Polypodium",2012,11,"Polypodium scouleri","Plant"
-122.964833,38.1865,NA,"Animalia","Chordata","Mammalia","Carnivora","Mephitidae","Mephitis",2012,9,"Mephitis mephitis","Mammal"
-122.964833,38.187167,NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Postelsia",2012,9,"Postelsia palmaeformis",NA
-122.9407678122,38.0887949128,NA,"Animalia","Mollusca","Gastropoda","Patellogastropoda","Lottiidae","Lottia",2012,9,"Lottia gigantea","Invertebrate"
-122.965,38.1845,NA,"Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Mytilus",2012,9,"Mytilus californianus","Invertebrate"
-123.001127243,37.9975661765,2000,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2007,5,"Odocoileus hemionus","Mammal"
-122.9374194145,38.1418811769,100,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Phalaropus",2007,6,"Phalaropus lobatus","Bird"
-122.951871,38.119396,5,"Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia",2012,12,"Gavia immer","Bird"
-122.953745,38.11865,5,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea",2012,12,"Ardea alba","Bird"
-122.953745,38.11865,5,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea",2012,12,"Ardea herodias","Bird"
-122.953295,38.118897,5,"Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica",2012,12,"Fulica americana","Bird"
-122.9617171063,38.0705555371,28285,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis",2012,12,"Thamnophis sirtalis","Herp"
-122.94562,38.118502,5,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia",2012,12,"Zonotrichia leucophrys","Bird"
-122.941308,38.121788,5,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2012,12,"Odocoileus hemionus","Mammal"
-122.982253,37.99733,5,"Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",2012,12,"Mirounga angustirostris","Mammal"
-122.7987706661,38.0404232973,24,"Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta",2012,12,"Sitta pygmaea","Bird"
-122.7994841337,38.0407739622,24,"Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes",2012,12,"Melanerpes formicivorus","Bird"
-122.8011095524,38.0399627831,24,"Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla",2012,12,"Callipepla californica","Bird"
-122.7963995934,38.0411288502,24,"Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus",2012,12,"Regulus calendula","Bird"
-122.795830965,38.0405035702,24,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Ixoreus",2012,12,"Ixoreus naevius","Bird"
-122.7960348129,38.0407317135,24,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",2012,12,"Setophaga townsendi","Bird"
-122.7963781357,38.0398613851,24,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum",2012,12,"Sympetrum corruptum","Invertebrate"
-122.961473465,38.0800546896,258,"Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco",2012,12,"Falco sparverius","Bird"
-123.0121189356,37.9980058205,24,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Sturnella",2012,12,"Sturnella neglecta","Bird"
