"FIPS","countyState","census2010","popEst2010","popEst2015","areaLand","areaWater"
"22087","St. Bernard Parish, Louisiana",35897,36812,45408,977764266,4611616395
"22089","St. Charles Parish, Louisiana",52780,52844,52812,722820579,340703006
"22091","St. Helena Parish, Louisiana",11203,11167,10567,1057758275,2810554
"22093","St. James Parish, Louisiana",22102,22006,21567,625577772,42532340
"22095","St. John the Baptist Parish, Louisiana",45924,45621,43626,551851752,348524505
"22097","St. Landry Parish, Louisiana",83384,83492,83848,2392836670,39114892
"22099","St. Martin Parish, Louisiana",52160,52264,53835,1910498478,204200686
"22101","St. Mary Parish, Louisiana",54650,54541,52810,1438424557,1460866962
"22103","St. Tammany Parish, Louisiana",233740,234565,250088,2189966775,721668349
"22105","Tangipahoa Parish, Louisiana",121097,121491,128755,2049391733,82862999
"22107","Tensas Parish, Louisiana",5252,5224,4740,1561204557,99471079
"22109","Terrebonne Parish, Louisiana",111860,111544,113972,3190385866,2202156933
"22111","Union Parish, Louisiana",22721,22829,22477,2271389460,73594414
"22113","Vermilion Parish, Louisiana",57999,58091,59875,3038572441,955369492
"22115","Vernon Parish, Louisiana",52334,52742,50803,3439271369,35158568
"22117","Washington Parish, Louisiana",47168,47099,46371,1734061145,16471724
"22119","Webster Parish, Louisiana",41207,41192,40021,1535939758,56487776
"22121","West Baton Rouge Parish, Louisiana",23788,23948,25490,498298900,29602065
"22123","West Carroll Parish, Louisiana",11604,11578,11293,931478647,2386193
"22125","West Feliciana Parish, Louisiana",15625,15624,15385,1044318335,59023580
"22127","Winn Parish, Louisiana",15313,15282,14568,2460712069,17448044
"23001","Androscoggin County, Maine",107702,107706,107233,1211926439,75610678
"23003","Aroostook County, Maine",71870,71721,68628,17278664655,404653951
"23005","Cumberland County, Maine",281674,281462,289977,2163263369,989949911
"23007","Franklin County, Maine",30768,30719,29991,4394196449,121392907
"23009","Hancock County, Maine",54418,54370,54659,4110034060,1963321064
"23011","Kennebec County, Maine",122151,122104,119980,2246876912,216653706
"23013","Knox County, Maine",39736,39715,39855,945691411,2017114386
"23015","Lincoln County, Maine",34457,34388,33969,1180563700,631400289
"23017","Oxford County, Maine",57833,57773,57202,5378990983,256086721
"23019","Penobscot County, Maine",153923,153871,152692,8799125852,413670635
"23021","Piscataquis County, Maine",17535,17546,16931,10258570727,1080309847
"23023","Sagadahoc County, Maine",35293,35233,35149,657066836,301332007
"23025","Somerset County, Maine",52228,52250,51113,10164156961,438038365
"23027","Waldo County, Maine",38786,38816,39155,1890479704,318149622
"23029","Washington County, Maine",32856,32824,31625,6637257545,1800019787
"23031","York County, Maine",197131,197197,201169,2565935077,722608929
"24001","Allegany County, Maryland",75087,75024,72528,1098563627,14954037
"24003","Anne Arundel County, Maryland",537656,539308,564195,1074590684,447805092
"24005","Baltimore County, Maryland",805029,806171,831128,1549594703,216144619
"24009","Calvert County, Maryland",88737,88947,90595,552061078,341669638
"24011","Caroline County, Maryland",33066,33072,32579,827292416,16789670
"24013","Carroll County, Maryland",167134,167205,167627,1159264845,13190001
"24015","Cecil County, Maryland",101108,101164,102382,896842957,185350813
"24017","Charles County, Maryland",146551,147137,156118,1185563933,479715576
"24019","Dorchester County, Maryland",32618,32656,32384,1400575316,1145393243
"24021","Frederick County, Maryland",233385,234196,245322,1709964627,18537350
"24023","Garrett County, Maryland",30097,30087,29460,1675989023,22363466
"24025","Harford County, Maryland",244826,245239,250290,1132055422,231943998
"24027","Howard County, Maryland",287085,288634,313414,649416399,6871682
"24029","Kent County, Maryland",20197,20199,19787,717505271,353313295
"24031","Montgomery County, Maryland",971777,976179,1040116,1272343169,40645480
"24033","Prince George's County, Maryland",863420,865912,909535,1250163582,41816219
"24035","Queen Anne's County, Maryland",47798,47824,48904,963235987,359449898
"24037","St. Mary's County, Maryland",105151,105758,111413,925092041,1054309969
"24039","Somerset County, Maryland",26470,26479,25768,828079452,752725351
"24041","Talbot County, Maryland",37782,37886,37512,695511159,539409159
"24043","Washington County, Maryland",147430,147738,149585,1185644157,24769174
"24045","Wicomico County, Maryland",98733,98938,102370,969804281,66808582
"24047","Worcester County, Maryland",51454,51476,51540,1212841011,586834971
"24510","Baltimore city, Maryland",620961,621180,621849,209643241,28768302
"25001","Barnstable County, Massachusetts",215888,215930,214333,1019738402,2361587952
"25003","Berkshire County, Massachusetts",131219,131278,127828,2400465435,50772406
"25005","Bristol County, Massachusetts",548285,549174,556772,1432510950,357753895
"25007","Dukes County, Massachusetts",16535,16557,17299,267403794,1004180155
"25009","Essex County, Massachusetts",743159,745634,776043,1275732137,870004713
"25011","Franklin County, Massachusetts",71372,71310,70601,1811228845,65410658
"25013","Hampden County, Massachusetts",463490,464146,470690,1598385896,44316925
"25015","Hampshire County, Massachusetts",158080,159278,161292,1365585170,46500379
"25017","Middlesex County, Massachusetts",1503085,1507262,1585139,2118135038,75739760
"25019","Nantucket County, Massachusetts",10172,10164,10925,116471398,669992419
"25021","Norfolk County, Massachusetts",670850,672788,696023,1025908386,124944841
"25023","Plymouth County, Massachusetts",494919,495912,510393,1706996627,1124514393
"25025","Suffolk County, Massachusetts",722023,725262,778121,150618894,160748611
"25027","Worcester County, Massachusetts",798552,800341,818963,3912876833,177216729
"26001","Alcona County, Michigan",10942,10890,10349,1747168145,2890419533
"26003","Alger County, Michigan",9601,9564,9383,2370019042,10703554733
"26005","Allegan County, Michigan",111408,111502,114625,2137337922,2610856790
"26007","Alpena County, Michigan",29598,29539,28803,1481110566,2908717141
"26009","Antrim County, Michigan",23580,23499,23154,1232064018,326513140
"26011","Arenac County, Michigan",15899,15854,15261,940660726,822319209
"26013","Baraga County, Michigan",8860,8841,8575,2326474801,441629543
"26015","Barry County, Michigan",59173,59080,59314,1432500402,62029172
"26017","Bay County, Michigan",107771,107695,105659,1145557748,487991946
"26019","Benzie County, Michigan",17525,17507,17457,828028289,1398240608
"26021","Berrien County, Michigan",156813,156792,154636,1470457874,2625535357
"26023","Branch County, Michigan",45248,45172,43664,1311488743,34465281
"26025","Calhoun County, Michigan",136146,136025,134314,1829135298,31390284
"26027","Cass County, Michigan",52293,52188,51657,1269253670,47281098
"26029","Charlevoix County, Michigan",25949,25893,26238,1078313350,2522971210
"26031","Cheboygan County, Michigan",26152,26080,25427,1852525483,440605827
"26033","Chippewa County, Michigan",38520,38600,38033,4036289692,2952509199
"26035","Clare County, Michigan",30926,31006,30553,1461569881,28552600
"26037","Clinton County, Michigan",75382,75421,77390,1466991079,21106494
"26039","Crawford County, Michigan",14074,14059,13801,1440758147,18031692
"26041","Delta County, Michigan",37069,37070,36377,3033124287,2124381333
"26043","Dickinson County, Michigan",26168,26144,25788,1972018016,40533105
"26045","Eaton County, Michigan",107759,107758,108801,1489695507,11028096
"26047","Emmet County, Michigan",32694,32644,33161,1210803605,1073558172
"26049","Genesee County, Michigan",425790,425057,410849,1649763682,32658914
"26051","Gladwin County, Michigan",25692,25720,25164,1299601369,36650228
"26053","Gogebic County, Michigan",16427,16400,15431,2853775286,969936900
"26055","Grand Traverse County, Michigan",86986,86964,91636,1202611911,354786289
"26057","Gratiot County, Michigan",42476,42425,41540,1472313856,8150717
"26059","Hillsdale County, Michigan",46688,46619,45941,1549158422,22980609
"26061","Houghton County, Michigan",36628,36715,36380,2613554735,1275314652
"26063","Huron County, Michigan",33118,33079,31883,2164469622,3369824158
"26065","Ingham County, Michigan",280895,281065,286085,1440343968,11894285
"26067","Ionia County, Michigan",63905,63865,64223,1479671240,22641747
"26069","Iosco County, Michigan",25887,25826,25345,1422153154,3473073181
"26071","Iron County, Michigan",11817,11798,11348,3020312287,116706564
"26073","Isabella County, Michigan",70311,70312,70698,1483225590,12960487
"26075","Jackson County, Michigan",160248,160169,159494,1817306121,56540223
"26077","Kalamazoo County, Michigan",250331,250754,260263,1454688724,48274044
"26079","Kalkaska County, Michigan",17153,17128,17260,1450043265,28078610
"26081","Kent County, Michigan",602622,602992,636369,2193584722,64739558
"26083","Keweenaw County, Michigan",2156,2144,2168,1398883200,14053475910
"26085","Lake County, Michigan",11539,11513,11424,1469481397,17896759
"26087","Lapeer County, Michigan",88319,88203,88373,1665397257,51362519
"26089","Leelanau County, Michigan",21708,21716,21981,899168573,5659178382
"26091","Lenawee County, Michigan",99892,99638,98573,1941337767,30701176
"26093","Livingston County, Michigan",180967,181028,187316,1464001028,52188299
"26095","Luce County, Michigan",6631,6605,6415,2328602234,2624718308
"26097","Mackinac County, Michigan",11113,11087,10890,2645851022,2794791851
"26099","Macomb County, Michigan",840978,841247,864840,1241183094,237312769
"26101","Manistee County, Michigan",24733,24580,24461,1404159906,1912485293
"26103","Marquette County, Michigan",67077,67110,67215,4683737366,4185779618
"26105","Mason County, Michigan",28705,28730,28783,1282232870,1935676016
"26107","Mecosta County, Michigan",42798,42844,43067,1437626850,41759550
"26109","Menominee County, Michigan",24029,23976,23548,2704152851,761800249
"26111","Midland County, Michigan",83629,83664,83632,1337087878,30601740
"26113","Missaukee County, Michigan",14849,14814,14903,1462634072,23577412
"26115","Monroe County, Michigan",152021,151945,149568,1422924260,338316259
"26117","Montcalm County, Michigan",63342,63311,62945,1826976057,39956625
"26119","Montmorency County, Michigan",9765,9775,9259,1415851499,41411010
"26121","Muskegon County, Michigan",172188,171922,172790,1293040828,2488405138
"26123","Newaygo County, Michigan",48460,48378,47948,2106188282,125575601
"26125","Oakland County, Michigan",1202362,1202930,1242304,2247237402,102643656
"26127","Oceana County, Michigan",26570,26522,26105,1326257820,2056136375
"26129","Ogemaw County, Michigan",21699,21637,20937,1459425916,29693554
"26131","Ontonagon County, Michigan",6780,6745,6007,3396056253,6292619305
"26133","Osceola County, Michigan",23528,23513,23058,1466946699,17365931
"26135","Oscoda County, Michigan",8640,8603,8251,1465236876,15152992
"26137","Otsego County, Michigan",24164,24151,24253,1333769920,29053674
"26139","Ottawa County, Michigan",263801,264141,279955,1459373665,2765957666
"26141","Presque Isle County, Michigan",13376,13304,12841,1706074274,4957333304
"26143","Roscommon County, Michigan",24449,24470,23898,1345849993,156424239
"26145","Saginaw County, Michigan",200169,199916,193307,2072284641,41056727
"26147","St. Clair County, Michigan",163040,162681,159875,1867822812,298719230
"26149","St. Joseph County, Michigan",61295,61288,61018,1296524618,52942658
"26151","Sanilac County, Michigan",43114,43077,41475,2493035045,1624894854
"26153","Schoolcraft County, Michigan",8485,8478,8173,3033804451,1845681047
"26155","Shiawassee County, Michigan",70648,70602,68619,1374422924,26624209
"26157","Tuscola County, Michigan",55729,55696,53777,2080088206,286929756
"26159","Van Buren County, Michigan",76258,76155,75077,1573351092,1249470315
"26161","Washtenaw County, Michigan",344791,345563,358880,1828442046,42615161
"26163","Wayne County, Michigan",1820584,1815199,1759335,1585280173,156946749
"26165","Wexford County, Michigan",32735,32757,33003,1463347858,27101225
"27001","Aitkin County, Minnesota",16202,16219,15702,4718084060,449700337
"27003","Anoka County, Minnesota",330844,331453,344151,1095590050,59831077
"27005","Becker County, Minnesota",32504,32537,33386,3406359731,336647129
"27007","Beltrami County, Minnesota",44442,44579,45672,6487764440,1426606363
"27009","Benton County, Minnesota",38451,38470,39710,1057494279,12320334
"27011","Big Stone County, Minnesota",5269,5260,5040,1292461863,75355978
"27013","Blue Earth County, Minnesota",64013,64093,65787,1936906099,45969834
"27015","Brown County, Minnesota",25893,25856,25313,1582716009,19099484
"27017","Carlton County, Minnesota",35386,35416,35569,2230967465,36005475
"27019","Carver County, Minnesota",91042,91394,98741,917697893,56429209
"27021","Cass County, Minnesota",28567,28651,28706,5235770376,1016739919
"27023","Chippewa County, Minnesota",12441,12447,12109,1505097828,17235577
"27025","Chisago County, Minnesota",53887,53917,54293,1074486739,71347419
"27027","Clay County, Minnesota",58999,59149,62324,2707485607,18860171
"27029","Clearwater County, Minnesota",8695,8703,8803,2587242195,79761638
"27031","Cook County, Minnesota",5176,5163,5194,3761380730,4888013531
"27033","Cottonwood County, Minnesota",11687,11700,11549,1653992908,25772471
"27035","Crow Wing County, Minnesota",62500,62624,63428,2587642841,407747951
"27037","Dakota County, Minnesota",398552,399188,414686,1456007312,63970735
"27039","Dodge County, Minnesota",20087,20156,20364,1137719781,800253
"27041","Douglas County, Minnesota",36009,35997,37075,1650598293,214205330
"27043","Faribault County, Minnesota",14553,14488,14050,1845304181,24420266
"27045","Fillmore County, Minnesota",20866,20832,20834,2230756787,2045248
"27047","Freeborn County, Minnesota",31255,31210,30613,1831346129,39715485
"27049","Goodhue County, Minnesota",46183,46199,46435,1960200576,61025171
"27051","Grant County, Minnesota",6018,6003,5903,1419728446,70764706
"27053","Hennepin County, Minnesota",1152425,1154250,1223149,1433793826,137155436
"27055","Houston County, Minnesota",19027,18999,18773,1429824576,43456185
"27057","Hubbard County, Minnesota",20428,20426,20655,2397485927,191360735
"27059","Isanti County, Minnesota",37816,37884,38429,1128701342,41083223
"27061","Itasca County, Minnesota",45058,45014,45435,6909367239,674021189
"27063","Jackson County, Minnesota",10266,10264,10079,1820713972,42095902
"27065","Kanabec County, Minnesota",16239,16224,15837,1350902712,31329476
"27067","Kandiyohi County, Minnesota",42239,42247,42542,2063662339,169818708
"27069","Kittson County, Minnesota",4552,4543,4424,2845889450,12431026
"27071","Koochiching County, Minnesota",13311,13306,12841,8039503592,129375868
"27073","Lac qui Parle County, Minnesota",7259,7237,6856,1981394636,33643153
"27075","Lake County, Minnesota",10866,10873,10631,5463040779,2282654608
"27077","Lake of the Woods County, Minnesota",4045,4032,3923,3361466280,1234895902
"27079","Le Sueur County, Minnesota",27703,27701,27663,1162284309,64870726
"27081","Lincoln County, Minnesota",5896,5885,5771,1390192941,30240167
"27083","Lyon County, Minnesota",25857,25859,25673,1850698900,18410959
"27085","McLeod County, Minnesota",36651,36605,35932,1272903896,36406906
"27087","Mahnomen County, Minnesota",5413,5424,5457,1444896195,64838188
"27089","Marshall County, Minnesota",9439,9436,9423,4597404993,98000478
"27091","Martin County, Minnesota",20840,20818,20022,1844971122,44621825
"27093","Meeker County, Minnesota",23300,23321,23102,1575174983,94784627
"27095","Mille Lacs County, Minnesota",26097,26095,25788,1482276069,283011102
"27097","Morrison County, Minnesota",33198,33229,32775,2913897170,73362648
"27099","Mower County, Minnesota",39163,39191,39116,1842332613,617163
"27101","Murray County, Minnesota",8725,8692,8413,1825169529,38332592
