"speciesFixed","total_obs","user_obs","kingdom","phylum","class","order","family","genus","category","inat.taxonID","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Common.Names","Occurrence","Category"
"Amphispiza belli",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Artemisiospiza","Bird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sage Sparrow","Present","Bird"
"Amphispiza bilineata",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza","Bird",9943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black-throated Sparrow","Present","Bird"
"Amphissa columbiana",1,1,"Animalia","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Amphissa","Invertebrate",117643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
"Amphistichus argenteus",NA,NA,"Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Amphistichus","Fish",117551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"barred surfperch","Present","Fish"
"Amphistichus koelzi",NA,NA,"Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Amphistichus","Fish",93970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"calico surfperch","Present","Fish"
"Amphistichus rhodoterus",NA,NA,"Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Amphistichus","Fish",117552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"redtail surfperch","Present","Fish"
"Amsinckia intermedia",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Amsinckia","Plant",59458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"fiddleneck","Present","Plant"
"Amsinckia spectabilis",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Amsinckia","Plant",71045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Coast Fiddleneck","Present","Plant"
"Anagallis arvensis",16,13,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Myrsinaceae","Anagallis","Plant",52830,0,1,0,2,5,4,1,0,2,0,1,0,0,0,0,0,0,0,0,1,2,12,1,"pimpernel, Scarlet (or Blue) Pimpernel","Present","Plant"
"Anagallis foemina",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Myrsinaceae","Anagallis","Plant",211039,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA
"Analipus japonicus",1,1,"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Analipus","Microbe",130230,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
"Anaphalis margaritacea",28,20,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anaphalis","Plant",52833,0,0,0,0,2,4,7,8,6,0,1,0,0,0,0,1,0,1,0,3,7,16,0,"Pearly Everlasting","Present","Plant"
"Anarrhichthys ocellatus",NA,NA,"Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys","Fish",60635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"northern wolffish, wolf-eel","Present","Fish"
"Anas acuta",2,2,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird",6933,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,"Northern Pintail","Present","Bird"
"Anas americana",7,7,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird",6985,2,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,0,2,"American Wigeon","Present","Bird"
"Anas clypeata",1,1,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird",6961,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Northern Shoveler","Present","Bird"
"Anas crecca",1,1,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird",6937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Green-winged Teal","Present","Bird"
"Anas cyanoptera",2,1,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird",6944,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"Cinnamon Teal","Present","Bird"
"Anas discors",1,1,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird",6953,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Blue-winged Teal","Present","Bird"
"Anas penelope",NA,NA,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird",6929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eurasian Wigeon","Present","Bird"
"Anas platyrhynchos",5,4,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird",6930,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,1,1,"Mallard","Present","Bird"
"Anas strepera",3,3,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird",6957,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"Gadwall","Present","Bird"
"Anax junius",2,2,"Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Anax","Invertebrate",67731,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA
"Ancula gibbosa",1,1,"Animalia","Mollusca","Gastropoda","Nudibranchia","Goniodorididae","Ancula","Invertebrate",47138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
"Aneides lugubris",4,4,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Aneides","Herp",27427,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,"Arboreal Salamander","Present","Herp"
"Angelica arguta",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Angelica","Plant",75446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angelica","Unconfirmed","Plant"
"Angelica hendersonii",3,3,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Angelica","Plant",64289,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,"Coastal Angelica, Henderson's angelica","Present","Plant"
"Angelica tomentosa",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Angelica","Plant",52835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Woodland Angelica","Unconfirmed","Plant"
"Anisocarpus madioides",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anisocarpus","Plant",53137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"woodland madia","Unconfirmed","Plant"
"Annaphila diva",2,2,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Annaphila","Invertebrate",321239,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA
"Annulohypoxylon thouarsianum",3,2,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Annulohypoxylon","Fungi",55516,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA
"Anoplarchus purpurescens",NA,NA,"Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Anoplarchus","Fish",67316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high cockscomb","Present","Fish"
"Anser albifrons",NA,NA,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","Bird",7019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater White-fronted Goose","Present","Bird"
"Anteaeolidiella oliviae",1,1,"Animalia","Mollusca","Gastropoda","Nudibranchia","Aeolidiidae","Anteaeolidiella","Invertebrate",464287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA
"Anthemis cotula",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anthemis","Plant",52841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayweed","Present","Plant"
"Anthopleura elegantissima",1,1,"Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","Invertebrate",52564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA
"Anthopleura sola",1,1,"Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","Invertebrate",49051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
"Anthopleura xanthogrammica",4,4,"Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","Invertebrate",51659,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,NA,NA,NA
"Anthoxanthum occidentale",NA,NA,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Anthoxanthum","Plant",75474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California vanilla grass","Present","Plant"
"Anthoxanthum odoratum",NA,NA,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Anthoxanthum","Plant",75475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sweet vernalgrass","Present","Plant"
"Anthriscus caucalis",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Anthriscus","Plant",52846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bur chervil, Burr chervil","Present","Plant"
"Anthus cervinus",NA,NA,"Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Bird",13721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red-throated Pipit","Unconfirmed","Bird"
"Anthus rubescens",6,5,"Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Bird",13732,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,0,1,2,"American Pipit","Present","Bird"
"Antirrhinum kelloggii",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Antirrhinum","Plant",64562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kellogg's snapdragon","Unconfirmed","Plant"
"Antocha",NA,NA,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Antocha","Invertebrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Invertebrate"
"Antrodiaetus riversi",1,1,"Animalia","Arthropoda","Arachnida","Araneae","Antrodiaetidae","Antrodiaetus","Invertebrate",67709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA
"Antrozous pallidus",NA,NA,"Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Antrozous","Mammal",40614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pallid bat, Pallid Bat","Present","Mammal"
"Aphanes arvensis",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Aphanes","Plant",158445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"field parsley piert","Unconfirmed","Plant"
"Aphelocoma californica",13,8,"Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma","Bird",506118,1,0,1,2,0,0,2,3,0,2,0,2,0,0,0,1,0,0,0,6,3,2,1,"Western scrub jay","Present","Bird"
"Aphriza virgata",NA,NA,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Aphriza","Bird",3989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surfbird","Present","Bird"
"Apis mellifera",5,3,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Apis","Invertebrate",47219,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,3,0,NA,NA,NA
"Apium graveolens",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Apium","Plant",58788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"celery, smallage","Probably Present","Plant"
"Aplodontia rufa",NA,NA,"Animalia","Chordata","Mammalia","Rodentia","Aplodontiidae","Aplodontia","Mammal",43736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Mammal"
"Aplysia californica",2,2,"Animalia","Mollusca","Gastropoda","Anaspidea","Aplysiidae","Aplysia","Invertebrate",48655,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA
"Apocynum cannabinum",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Apocynaceae","Apocynum","Plant",58795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common dogbane, dogbane, hemp dogbane, Indian hemp, Indian-hemp, prairie dogbane","Unconfirmed","Plant"
"Apodichthys flavidus",NA,NA,"Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Apodichthys","Fish",67408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"penpoint gunnel","Present","Fish"
"Aptenia cordifolia",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Aptenia","Plant",75491,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Aptenia","Present","Plant"
"Aquila chrysaetos",1,1,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","Bird",5074,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Golden Eagle","Present","Bird"
"Aquilegia formosa",6,5,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Aquilegia","Plant",48244,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,"Red Columbine","Present","Plant"
"Arabidopsis thaliana",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Arabidopsis","Plant",55021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouseear cress, mouse-ear cress","Unconfirmed","Plant"
"Arabis blepharophylla",2,2,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Arabis","Plant",60983,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Coast Rock Cress","Present","Plant"
"Arabis eschscholtziana",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Arabis","Plant",75494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eschscholtz's hairy rockcress","Unconfirmed","Plant"
"Aralia californica",8,5,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Araliaceae","Aralia","Plant",52848,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,3,1,4,0,"California spikenard, Elk Clover","Present","Plant"
"Araneus trifolium",1,1,"Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Araneus","Invertebrate",119122,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA
"Arborimus pomo",NA,NA,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arborimus","Mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonoma Tree Vole","Unconfirmed","Mammal"
"Arbutus menziesii",9,7,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arbutus","Plant",51046,2,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,5,0,"Pacific Madrone","Present","Plant"
"Arceuthobium campylopodum",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Santalales","Viscaceae","Arceuthobium","Plant",55422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"western dwarf mistletoe","Present","Plant"
"Archilochus alexandri",NA,NA,"Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Archilochus","Bird",6433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black-chinned Hummingbird","Present","Bird"
"Archoplites interruptus",NA,NA,"Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","Archoplites","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sacramento perch","Present","Fish"
"Arctocephalus townsendi",NA,NA,"Animalia","Chordata","Mammalia","Carnivora","Otariidae","Arctocephalus","Mammal",41746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guadalupe Fur Seal","Present","Mammal"
"Arctostaphylos glandulosa",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arctostaphylos","Plant",53353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastwood Manzanita, Eastwood's manzanita","Present","Plant"
"Arctostaphylos montana",1,1,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arctostaphylos","Plant",75522,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Mt. Tamalpais manzanita","Not In Park","Plant"
"Arctostaphylos pacifica",NA,NA,"Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Arctostaphylos","Plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific manzanita","Unconfirmed","Plant"
"Arctostaphylos uva-ursi",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arctostaphylos","Plant",68049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinnikinnick","Present","Plant"
"Arctostaphylos virgata",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arctostaphylos","Plant",75547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bolinas manzanita, Marin Manzanita","Present","Plant"
"Arctotheca calendula",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Arctotheca","Plant",56024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capeweed","Present","Plant"
"Arctotheca prostrata",4,4,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Arctotheca","Plant",75549,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,NA,NA,NA
"Ardea alba",11,9,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Bird",144455,0,0,0,0,1,0,2,2,2,1,1,2,0,0,0,0,0,1,2,3,0,5,0,"Great egret","Present","Bird"
"Ardea herodias",36,30,"Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Bird",4956,2,5,0,3,2,2,3,2,5,2,7,3,0,0,0,1,1,4,1,6,9,12,2,"Great Blue Heron","Present","Bird"
"Arenaria interpres",1,1,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria","Bird",3938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Ruddy Turnstone","Present","Bird"
"Arenaria melanocephala",5,5,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria","Bird",3941,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,3,0,"Black Turnstone","Present","Bird"
"Argentina egedii",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Argentina","Plant",158616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific silverweed","Present","Plant"
"Argiope trifasciata",2,2,"Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Argiope","Invertebrate",67708,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA
"Ariolimax",1,1,"Animalia","Mollusca","Gastropoda","Stylommatophora","Arionidae","Ariolimax","Invertebrate",47777,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
"Armadillidium vulgare",1,1,"Animalia","Arthropoda","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","Invertebrate",56083,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA
"Armeria maritima",16,13,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","Armeria","Plant",60476,0,1,0,3,2,3,4,0,1,1,1,0,0,0,0,0,0,1,1,3,5,6,0,"California seapink, Thrift","Present","Plant"
"Armillaria sinapina",1,1,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Fungi",179238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
"Armillaria solidipes",1,1,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Fungi",371441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
"Arrhenatherum elatius",NA,NA,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Arrhenatherum","Plant",75583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False Oat","Present","Plant"
"Artedius fenestralis",NA,NA,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Artedius","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"padded sculpin","Probably Present","Fish"
"Artedius harringtoni",NA,NA,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Artedius","Fish",117528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"scalyhead sculpin","Probably Present","Fish"
"Artedius lateralis",NA,NA,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Artedius","Fish",117529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"smoothhead sculpin","Probably Present","Fish"
"Artedius notospilotus",NA,NA,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Artedius","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bonehead sculpin, bonyhead sculpin","Present","Fish"
"Artemisia biennis",NA,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Plant",58798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unscented Sagebrush","Unconfirmed","Plant"
"Artemisia californica",6,3,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Plant",53357,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,3,1,"California Sagebrush, coastal sagebrush","Present","Plant"
"Artemisia douglasiana",11,3,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Plant",52854,0,0,1,1,0,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,1,9,0,"Douglas' sagewort, Mugwort","Present","Plant"
"Artemisia pycnocephala",11,9,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Plant",60952,0,1,3,1,1,3,1,0,0,1,0,0,0,0,0,1,0,1,0,3,1,4,1,"beach wormwood, Coastal Sagewort","Present","Plant"
"Arundo donax",NA,NA,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Arundo","Plant",64017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Giant Reed","Present","Plant"
"Asarum caudatum",8,7,"Plantae","Magnoliophyta","Magnoliopsida","Piperales","Aristolochiaceae","Asarum","Plant",52858,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,"British Columbia wildginger, Wild Ginger","Present","Plant"
"Ascelichthys rhodorus",NA,NA,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Ascelichthys","Fish",117531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rubber sculpin","Probably Present","Fish"
