"decimalLongitude","decimalLatitude","id","recordedBy","userNumber","eventDate","eventTime","dateIdentified","verbatimLocality","coordinateUncertaintyInMeters","informationWithheld","identificationID","original.inat.taxonID","scientificName","taxonRank","kingdom","phylum","class","order","family","genus","year","month","hour","PARK_CODE","PARK_NAME","PARK_TYPE","IN_PARK","speciesFixed","category"
-122.9509431124,38.1194257445,11458,"Eric Hunt",15,2010-07-17,"19:16:00Z",2013-09-02,"Abbott's Lagoon, Pt. Reyes National Seashore, Marin County, California",NA,"",642241,78450,"Persicaria amphibia","species","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria",2010,7,19,"PORE","Point Reyes","National Seashore",TRUE,"Persicaria amphibia","Plant"
-122.9438781738,38.1187910047,11459,"Eric Hunt",15,2009-07-11,"17:08:00Z",2015-06-27,"Abbott's Lagoon, Pt. Reyes National Seashore, Marin County, California",NA,"",3173358,453644,"Erythranthe moschata","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Erythranthe",2009,7,17,"PORE","Point Reyes","National Seashore",TRUE,"Erythranthe moschata","Plant"
-122.940562,38.122011,11460,"Eric Hunt",15,2009-07-11,"16:35:00Z",2011-02-20,"Abbott's Lagoon, Pt. Reyes National Seashore, Marin County, California",NA,"",12473,61076,"Chorizanthe cuspidata","species","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Chorizanthe",2009,7,16,"PORE","Point Reyes","National Seashore",TRUE,"Chorizanthe cuspidata","Plant"
-122.966387,37.991096,11494,"Eric Hunt",15,2010-08-07,"18:32:00Z",2011-02-20,"Chimney Rock, Pt. Reyes National Seashore, Marin County, California, United States",NA,"",12506,57832,"Orobanche californica californica","subspecies","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Orobanche",2010,8,18,"PORE","Point Reyes","National Seashore",TRUE,"Orobanche californica","Plant"
-122.9715585709,37.9925439016,11504,"Eric Hunt",15,2010-08-07,"20:53:00Z",2011-02-20,"Chimney Rock, Pt. Reyes National Seashore, Marin County, California",NA,"",12516,53170,"Phacelia californica","species","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Phacelia",2010,8,20,"PORE","Point Reyes","National Seashore",TRUE,"Phacelia californica","Plant"
-122.966387,37.991096,11613,"Eric Hunt",15,2010-08-07,"18:31:00Z",2011-02-21,"Chimney Rock, Pt. Reyes National Seashore, California, United States",NA,"",12634,57832,"Orobanche californica californica","subspecies","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Orobanche",2010,8,18,"PORE","Point Reyes","National Seashore",TRUE,"Orobanche californica","Plant"
-122.7440643311,37.9393238796,11863,"Sam McNally",18,2009-05-26,"",2011-03-01,"Point Reyes National Seashore",NA,"",12920,44062,"Thomomys bottae","species","Animalia","Chordata","Mammalia","Rodentia","Geomyidae","Thomomys",2009,5,NA,"PORE","Point Reyes","National Seashore",TRUE,"Thomomys bottae","Mammal"
-122.8642853,38.0705092,12687,"Sam McNally",18,2009-05-26,"",2011-03-11,"Point Reyes National Seashore",NA,"",13871,29044,"Pituophis catenifer","species","Animalia","Chordata","Reptilia","Squamata","Colubridae","Pituophis",2009,5,NA,"PORE","Point Reyes","National Seashore",TRUE,"Pituophis catenifer","Herp"
-122.8642853,38.0705092,12688,"Sam McNally",18,2009-05-26,"",2011-03-11,"Point Reyes National Seashore",NA,"",13872,4345,"Larus occidentalis","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus",2009,5,NA,"PORE","Point Reyes","National Seashore",TRUE,"Larus occidentalis","Bird"
-122.8642853,38.0705092,12689,"Sam McNally",18,2009-05-26,"",2011-03-12,"Point Reyes National Seashore",NA,"",13951,9176,"Zonotrichia leucophrys","species","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia",2009,5,NA,"PORE","Point Reyes","National Seashore",TRUE,"Zonotrichia leucophrys","Bird"
-122.8642853,38.0705092,12690,"Sam McNally",18,2009-05-26,"",2011-03-11,"Point Reyes National Seashore",NA,"",13883,53983,"Digitalis purpurea","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Digitalis",2009,5,NA,"PORE","Point Reyes","National Seashore",TRUE,"Digitalis purpurea","Plant"
-122.949821,38.118947,14505,"Eric Hunt",15,2011-04-10,"21:04:00Z",2011-04-16,"Abbott's Lagoon, Pt. Reyes National Seashore, Marin County, California",NA,"",16151,50845,"Cerastium arvense villosum","subspecies","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium",2011,4,21,"PORE","Point Reyes","National Seashore",TRUE,"Cerastium arvense","Plant"
-122.9507124424,38.1188787883,14506,"Eric Hunt",15,2011-04-10,"20:32:00Z",2011-04-16,"Abbott's Lagoon, Pt. Reyes National Seashore, Marin County, California",NA,"",16152,50840,"Calochortus tolmiei","species","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus",2011,4,20,"PORE","Point Reyes","National Seashore",TRUE,"Calochortus tolmiei","Plant"
-122.951087,38.118485,14507,"Eric Hunt",15,2011-04-10,"19:22:00Z",2011-04-16,"Abbott's Lagoon, Pt. Reyes National Seashore, Marin County, California",NA,"",16153,50614,"Lupinus bicolor","species","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus",2011,4,19,"PORE","Point Reyes","National Seashore",TRUE,"Lupinus bicolor","Plant"
-122.882616,38.027394,14509,"Eric Hunt",15,2011-04-10,"16:40:00Z",2011-04-16,"Limantour Beach, Pt. Reyes National Seashore, Marin County, California, United States",NA,"",16155,60738,"Castilleja ambigua","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja",2011,4,16,"PORE","Point Reyes","National Seashore",TRUE,"Castilleja ambigua","Plant"
-122.949231,38.119169,14512,"Eric Hunt",15,2011-04-10,"21:14:00Z",2011-04-16,"Abbott's Lagoon, Pt. Reyes National Seashore, Marin County, California",NA,"",16158,51062,"Maianthemum racemosum","species","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Maianthemum",2011,4,21,"PORE","Point Reyes","National Seashore",TRUE,"Maianthemum racemosum","Plant"
-122.950508,38.118755,14513,"Eric Hunt",15,2011-04-10,"19:06:00Z",2011-04-16,"Abbott's Lagoon, Pt. Reyes National Seashore, Marin County, California",NA,"",16159,49918,"Sisyrinchium bellum","species","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium",2011,4,19,"PORE","Point Reyes","National Seashore",TRUE,"Sisyrinchium bellum","Plant"
-122.951087,38.119059,14514,"Eric Hunt",15,2011-04-10,"21:06:00Z",2011-04-16,"Abbott's Lagoon, Pt. Reyes National Seashore, Marin County, California",NA,"",16160,50648,"Nemophila menziesii","species","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Nemophila",2011,4,21,"PORE","Point Reyes","National Seashore",TRUE,"Nemophila menziesii","Plant"
-122.947375,38.118265,14515,"Eric Hunt",15,2011-04-10,"21:21:00Z",2011-04-16,"Abbott's Lagoon, Pt. Reyes National Seashore, Marin County, California",NA,"",16161,47543,"Rubus spectabilis","species","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2011,4,21,"PORE","Point Reyes","National Seashore",TRUE,"Rubus spectabilis","Plant"
-122.965722,38.204346,17457,"Eric Hunt",15,2009-01-31,"21:47:00Z",2011-05-17,"Tomales Point Trail, Pt. Reyes National Seashore, Marin County, California, United States",NA,"",19692,55698,"Rhopalomyia californica","species","Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Rhopalomyia",2009,1,21,"PORE","Point Reyes","National Seashore",TRUE,"Rhopalomyia californica","Invertebrate"
-122.940117,38.122192,21735,"Eric Hunt",15,2009-07-11,"14:49:00Z",2011-06-16,"Abbott's Lagoon, Pt. Reyes National Seashore, Marin County, California, United States",NA,"",25152,60954,"Cirsium quercetorum","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium",2009,7,14,"PORE","Point Reyes","National Seashore",TRUE,"Cirsium quercetorum","Plant"
-122.951554,38.118529,21736,"Eric Hunt",15,2010-07-11,"17:18:00Z",2011-06-16,"Abbott's Lagoon, Pt. Reyes National Seashore, Marin County, California, United States",NA,"",25153,51889,"Dudleya farinosa","species","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya",2010,7,17,"PORE","Point Reyes","National Seashore",TRUE,"Dudleya farinosa","Plant"
-122.8010101318,38.019241333,22092,"Emily Burns",28,2011-06-18,"20:46:23Z",2016-04-22,"38.01924133300781, -122.80101013183594",30,"",5847474,64288,"Polypodium scouleri","species","Plantae","Pteridophyta","Filicopsida","Polypodiales","Polypodiaceae","Polypodium",2011,6,20,"PORE","Point Reyes","National Seashore",TRUE,"Polypodium scouleri","Plant"
-122.9397201538,38.1222915649,24037,"Ken-ichi Ueda",1,2011-07-04,"21:24:50Z",2011-07-07,"Abbotts Lagoon, Pt. Reyes National Seashore, Marin County, CA, USA",17,"",28215,61109,"Castilleja exserta latifolia","subspecies","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja",2011,7,21,"PORE","Point Reyes","National Seashore",TRUE,"Castilleja exserta","Plant"
-122.9508743286,38.1192741394,24041,"Ken-ichi Ueda",1,2011-07-04,"22:18:55Z",2012-01-20,"Abbotts Lagoon, Pt. Reyes National Seashore, Marin County, CA, USA",47,"",65805,60951,"Hydrocotyle ranunculoides","species","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Araliaceae","Hydrocotyle",2011,7,22,"PORE","Point Reyes","National Seashore",TRUE,"Hydrocotyle ranunculoides","Plant"
-122.9511642456,38.1196365356,24043,"Ken-ichi Ueda",1,2011-07-04,"22:31:01Z",2011-07-07,"Abbotts Lagoon, Pt. Reyes National Seashore, Marin County, CA, USA",47,"",28213,71135,"Ambrosia chamissonis","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Ambrosia",2011,7,22,"PORE","Point Reyes","National Seashore",TRUE,"Ambrosia chamissonis","Plant"
-122.944364,38.118672,24105,"Ken-ichi Ueda",1,2011-07-04,"21:59:00Z",2011-07-06,"Abbotta Lagoon, Pt. Reyes National Seashore, Marin County, CA, USA",NA,"",28075,55767,"Claytonia sibirica","species","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia",2011,7,21,"PORE","Point Reyes","National Seashore",TRUE,"Claytonia sibirica","Plant"
-122.944356,38.118669,24107,"Ken-ichi Ueda",1,2011-07-04,"21:58:00Z",2015-06-27,"Abbotta Lagoon, Pt. Reyes National Seashore, Marin County, CA, USA",NA,"",3173359,453644,"Erythranthe moschata","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Erythranthe",2011,7,21,"PORE","Point Reyes","National Seashore",TRUE,"Erythranthe moschata","Plant"
-122.951014,38.119386,24113,"Ken-ichi Ueda",1,2011-07-04,"22:27:00Z",2011-07-06,"Abbotta Lagoon, Pt. Reyes National Seashore, Marin County, CA, USA",NA,"",28083,75976,"Camissoniopsis cheiranthifolia","species","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Camissoniopsis",2011,7,22,"PORE","Point Reyes","National Seashore",TRUE,"Camissoniopsis cheiranthifolia","Plant"
-122.951025,38.11938,24114,"Ken-ichi Ueda",1,2011-07-04,"22:26:00Z",2013-05-20,"Abbotta Lagoon, Pt. Reyes National Seashore, Marin County, CA, USA",NA,"",442637,80039,"Monardella sinuata nigrescens","subspecies","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Monardella",2011,7,22,"PORE","Point Reyes","National Seashore",TRUE,"Monardella sinuata","Plant"
-122.950962,38.119316,24115,"Ken-ichi Ueda",1,2011-07-04,"22:22:00Z",2011-07-06,"Abbotta Lagoon, Pt. Reyes National Seashore, Marin County, CA, USA",NA,"",28085,78174,"Nasturtium officinale","species","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Nasturtium",2011,7,22,"PORE","Point Reyes","National Seashore",TRUE,"Nasturtium officinale","Plant"
-122.9508304596,38.1135170487,35171,"Maggie Rufo",68,2010-08-28,"",2011-10-11,"point reyes, ca",NA,"",43293,32064,"Elgaria coerulea","species","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria",2010,8,NA,"PORE","Point Reyes","National Seashore",TRUE,"Elgaria coerulea","Herp"
-122.9817295074,37.9953848266,36961,"cyric",40,2010-12-18,"",2011-10-23,"Point Reyes",NA,"",46459,42221,"Odocoileus hemionus columbianus","subspecies","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2010,12,NA,"PORE","Point Reyes","National Seashore",TRUE,"Odocoileus hemionus","Mammal"
-122.9818663001,37.9973484671,37616,"cyric",40,2010-12-18,"",2011-10-31,"Point Reyes National Seashore",NA,"",48072,41708,"Phoca vitulina","species","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca",2010,12,NA,"PORE","Point Reyes","National Seashore",TRUE,"Phoca vitulina","Mammal"
-122.9822337627,37.9974351282,37617,"cyric",40,2010-12-18,"",2011-10-31,"Point Reyes National Seashore",NA,"",48073,41728,"Mirounga angustirostris","species","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga",2010,12,NA,"PORE","Point Reyes","National Seashore",TRUE,"Mirounga angustirostris","Mammal"
-123.0164158344,37.9971011655,37618,"cyric",40,2010-12-18,"",2011-10-31,"Point Reyes National Seashore",NA,"",48075,41740,"Zalophus californianus","species","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Zalophus",2010,12,NA,"PORE","Point Reyes","National Seashore",TRUE,"Zalophus californianus","Mammal"
-122.7835679054,37.9531908523,37828,"Chris Cook",67,2010-06-12,"",2011-11-01,"Point Reyes National Seashore, Point Reyes, CA",NA,"",48470,49539,"Pisaster brevispinus","species","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster",2010,6,NA,"PORE","Point Reyes","National Seashore",TRUE,"Pisaster brevispinus","Invertebrate"
-122.9734897614,38.0828584426,44749,"cyric",40,2010-12-19,"",2011-12-24,"Point Reyes National Seashore",NA,"",59786,4399,"Larus glaucescens","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus",2010,12,NA,"PORE","Point Reyes","National Seashore",TRUE,"Larus glaucescens","Bird"
-122.9712152481,38.0877900844,44754,"cyric",40,2010-12-19,"",2011-12-24,"Point Reyes National Seashore",NA,"",59791,4345,"Larus occidentalis","species","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus",2010,12,NA,"PORE","Point Reyes","National Seashore",TRUE,"Larus occidentalis","Bird"
-122.8001010418,38.0408669092,46463,"cyric",40,2010-12-18,"",2016-09-06,"Point Reyes National Seashore",NA,"",7891861,506118,"Aphelocoma californica","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",2010,12,NA,"PORE","Point Reyes","National Seashore",TRUE,"Aphelocoma californica","Bird"
-122.9375228507,38.0903411468,48013,"Cory ""Chia"" Chiappone",85,2012-01-09,"",2012-01-18,"California, US",10000,"Coordinate uncertainty increased to 10000m at the request of the observer",65497,27459,"Batrachoseps attenuatus","species","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps",2012,1,NA,"PORE","Point Reyes","National Seashore",TRUE,"Batrachoseps attenuatus","Herp"
-122.9401812842,38.180524696,48023,"Cory ""Chia"" Chiappone",85,2012-01-09,"",2012-01-18,"California, US",10000,"Coordinate uncertainty increased to 10000m at the request of the observer",65512,27826,"Taricha granulosa","species","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha",2012,1,NA,"PORE","Point Reyes","National Seashore",TRUE,"Taricha granulosa","Herp"
-122.8833782673,38.0330927499,48328,"Cory ""Chia"" Chiappone",85,2012-01-09,"",2012-01-21,"Point Reyes NS, Muddy Hollow Trail",NA,"",66151,6985,"Anas americana","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",2012,1,NA,"PORE","Point Reyes","National Seashore",TRUE,"Anas americana","Bird"
-122.8777644038,38.0414605,48331,"Cory ""Chia"" Chiappone",85,2012-01-09,"",2012-01-21,"Point Reyes NS Muddy Hollow Trail",NA,"",66157,17013,"Sayornis nigricans","species","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis",2012,1,NA,"PORE","Point Reyes","National Seashore",TRUE,"Sayornis nigricans","Bird"
-122.8078365326,38.0531602266,48338,"Cory ""Chia"" Chiappone",85,2012-01-09,"",2012-01-21,"",NA,"",66170,1409,"Callipepla californica","species","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla",2012,1,NA,"PORE","Point Reyes","National Seashore",TRUE,"Callipepla californica","Bird"
-122.8787595034,38.0395529652,48393,"Cory ""Chia"" Chiappone",85,2012-01-19,"",2013-01-26,"point reyes ns Muddy Hollow Trail NS",NA,"",291525,144820,"Poecile rufescens","species","Animalia","Chordata","Aves","Passeriformes","Paridae","Poecile",2012,1,NA,"PORE","Point Reyes","National Seashore",TRUE,"Poecile rufescens","Bird"
-122.883067131,38.0331265524,48696,"Cory ""Chia"" Chiappone",85,2012-01-09,"",2012-01-23,"",NA,"",66819,6930,"Anas platyrhynchos","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",2012,1,NA,"PORE","Point Reyes","National Seashore",TRUE,"Anas platyrhynchos","Bird"
-122.8834962845,38.0330927499,48700,"Cory ""Chia"" Chiappone",85,2012-01-09,"",2012-01-23,"Muddy Hollow Trail, Point Reyes NS",NA,"",66825,6933,"Anas acuta","species","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",2012,1,NA,"PORE","Point Reyes","National Seashore",TRUE,"Anas acuta","Bird"
-122.8843009472,38.0325159927,48703,"Cory ""Chia"" Chiappone",85,2012-01-09,"",2012-01-24,"muddy hollow Trail, Point reyes NS",NA,"",66838,4647,"Falco peregrinus","species","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco",2012,1,NA,"PORE","Point Reyes","National Seashore",TRUE,"Falco peregrinus","Bird"
-122.8600001335,38.0440692849,48706,"Cory ""Chia"" Chiappone",85,2012-01-09,"",2012-01-24,"Point Reyes NS",NA,"",66841,5212,"Buteo jamaicensis","species","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo",2012,1,NA,"PORE","Point Reyes","National Seashore",TRUE,"Buteo jamaicensis","Bird"
-122.8837752342,38.0252543789,48710,"Cory ""Chia"" Chiappone",85,2012-01-09,"",2012-01-24,"Point Reyes NS",NA,"",66851,3849,"Calidris alba","species","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris",2012,1,NA,"PORE","Point Reyes","National Seashore",TRUE,"Calidris alba","Bird"
-122.8787863255,38.0402923257,48719,"Cory ""Chia"" Chiappone",85,2012-01-09,"",2012-01-24,"Point Reyes NS",NA,"",66864,8234,"Cyanocitta stelleri","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Cyanocitta",2012,1,NA,"PORE","Point Reyes","National Seashore",TRUE,"Cyanocitta stelleri","Bird"
-122.7995324135,38.0411372999,50217,"cyric",40,2010-12-18,"",2012-02-02,"Point Reyes National Seashore",NA,"",69226,9185,"Zonotrichia atricapilla","species","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia",2010,12,NA,"PORE","Point Reyes","National Seashore",TRUE,"Zonotrichia atricapilla","Bird"
-122.979515,37.99519,51807,"cyric",40,2010-12-18,"",2012-02-12,"Point Reyes National Seashore",10,"",71974,17013,"Sayornis nigricans","species","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis",2010,12,NA,"PORE","Point Reyes","National Seashore",TRUE,"Sayornis nigricans","Bird"
-122.9653005585,37.9902275817,52049,"cyric",40,2010-12-18,"",2012-02-15,"Point Reyes National Seashore",5,"",72569,8010,"Corvus corax","species","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus",2010,12,NA,"PORE","Point Reyes","National Seashore",TRUE,"Corvus corax","Bird"
-122.9795752749,37.9953240031,52646,"cyric",40,2010-12-18,"",2012-02-20,"Point Reyes National Seashore",16,"",73614,2969,"Streptopelia decaocto","species","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia",2010,12,NA,"PORE","Point Reyes","National Seashore",TRUE,"Streptopelia decaocto","Bird"
