"speciesFixed","category","kingdom","phylum","class","order","family","genus","total_obs","user_obs","original.inat.taxonID","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","Common.Names","Occurrence","speciesTidy","matched.inat.ID","taxizeName","scrapediNatName"
"Amaranthus blitoides","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amaranth","Present","Amaranthus blitoides","58774",NA,NA
"Amaranthus deflexus","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amaranth","Present","Amaranthus deflexus","75393",NA,NA
"Amaryllis belladonna","Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Amaryllidaceae","Amaryllis",6,6,61827,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,0,1,0,0,2,2,0,"belladonna lily","Present","Amaryllis belladonna","61827",NA,NA
"Ambrosia chamissonis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Ambrosia",11,7,71135,1,0,0,0,1,3,2,4,0,0,0,0,0,0,0,0,1,0,2,2,5,0,1,"Beach-bur","Present","Ambrosia chamissonis","71135",NA,NA
"Amelanchier utahensis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Amelanchier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Utah Service-berry","Present","Amelanchier utahensis","61099",NA,NA
"Ammodramus leconteii","Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Ammodramus",3,3,10133,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA
"Ammodramus nelsoni","Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Ammodramus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nelson's Sharp-tailed Sparrow, Nelson's Sparrow","Present","Ammodramus nelsoni","10138",NA,NA
"Ammodramus savannarum","Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Ammodramus",3,2,10139,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,"Grasshopper Sparrow","Present","Ammodramus savannarum","10139",NA,NA
"Ammophila arenaria","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Ammophila",2,2,61055,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"European Beachgrass","Present","Ammophila arenaria","61055",NA,NA
"Amphispiza bilineata","Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Amphispiza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black-throated Sparrow","Present","Amphispiza bilineata","9943",NA,NA
"Amphissa columbiana","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Amphissa",1,1,117643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Amphistichus argenteus","Fish","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Amphistichus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"barred surfperch","Present","Amphistichus argenteus","117551",NA,NA
"Amphistichus koelzi","Fish","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Amphistichus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"calico surfperch","Present","Amphistichus koelzi","93970",NA,NA
"Amphistichus rhodoterus","Fish","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Amphistichus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"redtail surfperch","Present","Amphistichus rhodoterus","117552",NA,NA
"Amsinckia intermedia","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Amsinckia",1,1,59458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"fiddleneck","Present","Amsinckia intermedia","59458",NA,NA
"Amsinckia spectabilis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Amsinckia",1,1,71045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Coast Fiddleneck","Present","Amsinckia spectabilis","71045",NA,NA
"Anagallis arvensis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Myrsinaceae","Anagallis",22,16,52830,0,1,1,7,5,4,1,0,2,0,1,0,0,0,0,0,0,0,0,1,2,12,7,"pimpernel, Scarlet (or Blue) Pimpernel","Present","Anagallis arvensis","52830",NA,NA
"Anagallis foemina","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Myrsinaceae","Anagallis",1,1,211039,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"Anagallis minima","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Myrsinaceae","Anagallis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaffweed","Present","Centunculus minimus","58993","Anagallis minima",NA
"Analipus japonicus","Microbe","Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Analipus",1,1,130230,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Anaphalis margaritacea","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anaphalis",28,20,52833,0,0,0,0,2,4,7,8,6,0,1,0,0,0,0,1,0,1,0,3,7,16,0,"Pearly Everlasting","Present","Anaphalis margaritacea","52833",NA,NA
"Anarrhichthys ocellatus","Fish","Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"northern wolffish, wolf-eel","Present","Anarrhichthys ocellatus","60635",NA,NA
"Anas acuta","Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",2,2,6933,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,"Northern Pintail","Present","Anas acuta","6933",NA,NA
"Anas americana","Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",7,7,6985,2,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,0,2,"American Wigeon","Present","Anas americana","6985",NA,NA
"Anas clypeata","Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",1,1,6961,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Northern Shoveler","Present","Anas clypeata","6961",NA,NA
"Anas crecca","Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",1,1,6937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Green-winged Teal","Present","Anas crecca","6937",NA,NA
"Anas cyanoptera","Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",2,1,6944,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"Cinnamon Teal","Present","Anas cyanoptera","6944",NA,NA
"Anas discors","Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",1,1,6953,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Blue-winged Teal","Present","Anas discors","6953",NA,NA
"Anas penelope","Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eurasian Wigeon","Present","Anas penelope","6929",NA,NA
"Anas platyrhynchos","Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",5,4,6930,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,1,1,"Mallard","Present","Anas platyrhynchos","6930",NA,NA
"Anas strepera","Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas",3,3,6957,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"Gadwall","Present","Anas strepera","6957",NA,NA
"Anax junius","Invertebrate","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Anax",2,2,67731,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA
"Anaxyrus boreas","Herp","Animalia","Chordata","Amphibia","Anura","Bufonidae","Anaxyrus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Western Toad","Present","Bufo boreas","64970","Anaxyrus boreas",NA
"Ancula gibbosa","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Goniodorididae","Ancula",1,1,47138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Aneides lugubris","Herp","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Aneides",4,4,27427,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,"Arboreal Salamander","Present","Aneides lugubris","27427",NA,NA
"Angelica arguta","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Angelica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"angelica","Unconfirmed","Angelica arguta","75446",NA,NA
"Angelica hendersonii","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Angelica",3,3,64289,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,"Coastal Angelica, Henderson's angelica","Present","Angelica hendersonii","64289",NA,NA
"Angelica tomentosa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Angelica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Woodland Angelica","Unconfirmed","Angelica tomentosa","52835",NA,NA
"Anisocarpus madioides","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anisocarpus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"woodland madia","Unconfirmed","Anisocarpus madioides","53137",NA,NA
"Annaphila diva","Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Annaphila",2,2,321239,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA
"Annulohypoxylon thouarsianum","Fungi","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Annulohypoxylon",5,4,55516,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,NA,NA,NA,NA,NA,NA
"Anoplarchus purpurescens","Fish","Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Anoplarchus",1,1,67316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"high cockscomb","Present","Anoplarchus purpurescens","67316",NA,NA
"Anser albifrons","Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greater White-fronted Goose","Present","Anser albifrons","7019",NA,NA
"Anteaeolidiella oliviae","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Aeolidiidae","Anteaeolidiella",1,1,464287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Anthemis cotula","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anthemis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayweed","Present","Anthemis cotula","52841",NA,NA
"Anthopleura elegantissima","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura",1,1,52564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Anthopleura sola","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura",1,1,49051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA
"Anthopleura xanthogrammica","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura",4,4,51659,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA
"Anthoxanthum occidentale","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Anthoxanthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California vanilla grass","Present","Anthoxanthum occidentale","75474",NA,NA
"Anthoxanthum odoratum","Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Anthoxanthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sweet vernalgrass","Present","Anthoxanthum odoratum","75475",NA,NA
"Anthriscus caucalis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Anthriscus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bur chervil, Burr chervil","Present","Anthriscus caucalis","52846",NA,NA
"Anthus cervinus","Bird","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red-throated Pipit","Unconfirmed","Anthus cervinus","13721",NA,NA
"Anthus rubescens","Bird","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus",6,5,13732,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,0,1,2,"American Pipit","Present","Anthus rubescens","13732",NA,NA
"Antirrhinum kelloggii","Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Antirrhinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kellogg's snapdragon","Unconfirmed","Antirrhinum kelloggii","64562",NA,NA
"Antocha","Invertebrate","Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Antocha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Antocha","247957","Antocha","Antocha"
"Antrodiaetus riversi","Invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Antrodiaetidae","Antrodiaetus",1,1,67709,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"Antrostomus vociferus","Bird","Metazoa","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Antrostomus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whip-poor-will","Unconfirmed","Caprimulgus vociferus","199837","Antrostomus vociferus","Antrostomus vociferus"
"Antrozous pallidus","Mammal","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Antrozous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pallid bat, Pallid Bat","Present","Antrozous pallidus","40614",NA,NA
"Aphanes arvensis","Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Aphanes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"field parsley piert","Unconfirmed","Aphanes arvensis","158445",NA,NA
"Aphelocoma californica","Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma",13,9,506118,1,0,1,2,0,0,2,2,0,3,0,2,0,0,0,1,0,0,0,5,3,3,1,"Western scrub jay","Present","Aphelocoma californica","506118",NA,NA
"Aphriza virgata","Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Aphriza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surfbird","Present","Aphriza virgata","3989",NA,NA
"Apis mellifera","Invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Apis",5,3,47219,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,3,0,NA,NA,NA,NA,NA,NA
"Apium graveolens","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Apium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"celery, smallage","Probably Present","Apium graveolens","58788",NA,NA
"Aplodontia rufa","Mammal","Animalia","Chordata","Mammalia","Rodentia","Aplodontiidae","Aplodontia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Present","Aplodontia rufa","43736",NA,NA
"Aplysia californica","Invertebrate","Animalia","Mollusca","Gastropoda","Anaspidea","Aplysiidae","Aplysia",2,2,48655,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA
"Apocynum cannabinum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Apocynaceae","Apocynum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"common dogbane, dogbane, hemp dogbane, Indian hemp, Indian-hemp, prairie dogbane","Unconfirmed","Apocynum cannabinum","58795",NA,NA
"Apodichthys flavidus","Fish","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Apodichthys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"penpoint gunnel","Present","Apodichthys flavidus","67408",NA,NA
"Apodichthys fucorum","Fish","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Apodichthys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Probably Present","Xererpes fucorum","67406","Apodichthys fucorum",NA
"Aptenia cordifolia","Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Aptenia",1,1,75491,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Aptenia","Present","Aptenia cordifolia","75491",NA,NA
"Aquila chrysaetos","Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila",1,1,5074,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Golden Eagle","Present","Aquila chrysaetos","5074",NA,NA
"Aquilegia formosa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Aquilegia",7,6,48244,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,"Red Columbine","Present","Aquilegia formosa","48244",NA,NA
"Arabidopsis thaliana","Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Arabidopsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouseear cress, mouse-ear cress","Unconfirmed","Arabidopsis thaliana","55021",NA,NA
"Arabis blepharophylla","Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Arabis",3,3,60983,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Coast Rock Cress","Present","Arabis blepharophylla","60983",NA,NA
"Arabis eschscholtziana","Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Arabis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eschscholtz's hairy rockcress","Unconfirmed","Arabis eschscholtziana","75494",NA,NA
"Aralia californica","Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Araliaceae","Aralia",8,5,52848,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,3,1,4,0,"California spikenard, Elk Clover","Present","Aralia californica","52848",NA,NA
"Araneus trifolium","Invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Araneus",1,1,119122,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA
"Arborimus pomo","Mammal","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arborimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonoma Tree Vole","Unconfirmed","Arborimus pomo","45720","Arborimus pomo","Arborimus pomo"
"Arbutus menziesii","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arbutus",10,7,51046,2,1,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,5,1,"Pacific Madrone","Present","Arbutus menziesii","51046",NA,NA
"Arceuthobium campylopodum","Plant","Plantae","Magnoliophyta","Magnoliopsida","Santalales","Viscaceae","Arceuthobium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"western dwarf mistletoe","Present","Arceuthobium campylopodum","55422",NA,NA
"Archilochus alexandri","Bird","Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Archilochus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black-chinned Hummingbird","Present","Archilochus alexandri","6433",NA,NA
"Archoplites interruptus","Fish","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","Archoplites",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sacramento perch","Present","Archoplites interruptus","94516","Archoplites interruptus","Archoplites interruptus"
"Arctocephalus townsendi","Mammal","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Arctocephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guadalupe Fur Seal","Present","Arctocephalus townsendi","41746",NA,NA
"Arctostaphylos glandulosa","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arctostaphylos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastwood Manzanita, Eastwood's manzanita","Present","Arctostaphylos glandulosa","53353",NA,NA
"Arctostaphylos montana","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arctostaphylos",2,2,75522,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"Mt. Tamalpais manzanita","Not In Park","Arctostaphylos montana","75522",NA,NA
"Arctostaphylos pacifica","Plant","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Arctostaphylos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific manzanita","Unconfirmed","Arctostaphylos pacifica","75534","Arctostaphylos pacifica","Arctostaphylos pacifica"
"Arctostaphylos uva-ursi","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arctostaphylos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinnikinnick","Present","Arctostaphylos uva-ursi","68049",NA,NA
"Arctostaphylos virgata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arctostaphylos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bolinas manzanita, Marin Manzanita","Present","Arctostaphylos virgata","75547",NA,NA
"Arctotheca calendula","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Arctotheca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capeweed","Present","Arctotheca calendula","56024",NA,NA
"Arctotheca prostrata","Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Arctotheca",4,4,75549,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,NA,NA,NA,NA,NA,NA
"Ardea alba","Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea",11,9,144455,0,0,0,0,1,0,2,2,2,1,1,2,0,0,0,0,0,1,2,3,0,5,0,"Great egret","Present","Ardea alba","144455",NA,NA
